Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2020-09-26,669498,16376,601818,51304,1128.8303630140451,2.4460117879366328
Morocco,2020-09-26,115241,2041,94150,19050,312.21316138820407,1.7710710597790718
Egypt,2020-09-26,102736,5869,94374,2493,100.39283131705983,5.712700513938638
Ethiopia,2020-09-26,72700,1165,30029,41506,63.23718729341359,1.6024759284731775
Nigeria,2020-09-26,58198,1106,49722,7370,28.232269331522264,1.9004089487611258
Algeria,2020-09-26,50914,1711,35756,13447,116.1068162641673,3.3605688022940643
Ghana,2020-09-26,46222,299,45417,506,148.7529366330898,0.6468781099909133
Kenya,2020-09-26,37871,689,24581,12601,70.43015751985271,1.8193340550817247
Libya,2020-09-26,31828,499,17832,13497,463.2222383932469,1.56780193540279
Cameroon,2020-09-26,20735,418,19440,877,78.10969637610185,2.0159151193633953
Cote d'Ivoire,2020-09-26,19600,120,19122,358,74.30434452953219,0.6122448979591837
Madagascar,2020-09-26,16257,229,14922,1106,58.70860568415731,1.4086239773635971
Senegal,2020-09-26,14869,306,12028,2535,88.80195891065456,2.057972963884592
Zambia,2020-09-26,14612,332,13727,553,79.48215839860748,2.272105119080208
Tunisia,2020-09-26,14392,191,5032,9169,121.770031305525,1.3271261812117843
Sudan,2020-09-26,13606,836,6764,6006,31.02921389313325,6.144348081728649
Namibia,2020-09-26,10918,120,8749,2049,429.67335694608425,1.099102399706906
Congo (Kinshasa),2020-09-26,10593,271,10093,229,11.827692857382118,2.55829321249882
Guinea,2020-09-26,10512,65,9836,611,80.0426406761593,0.6183409436834094
Gabon,2020-09-26,8728,54,7934,740,392.0934411500449,0.618698441796517
Zimbabwe,2020-09-26,7803,227,6067,1509,52.49949539123999,2.9091375112136357
Mozambique,2020-09-26,7757,54,4769,2934,24.818429051351785,0.6961454170426712
Mauritania,2020-09-26,7462,161,7070,231,160.4731182795699,2.1575984990619137
Uganda,2020-09-26,7364,71,3647,3646,16.09934194704969,0.9641499185225422
Malawi,2020-09-26,5766,179,4185,1402,30.141139571353893,3.1044051335414498
Cabo Verde,2020-09-26,5701,56,5018,627,1025.3597122302158,0.9822838098579197
Eswatini,2020-09-26,5419,108,4802,509,467.1551724137931,1.9929876360952206
Djibouti,2020-09-26,5409,61,5340,8,547.4696356275304,1.1277500462192642
Equatorial Guinea,2020-09-26,5028,83,4740,205,358.37491090520314,1.650755767700875
Congo (Brazzaville),2020-09-26,5005,89,3887,1029,90.70315331641899,1.7782217782217784
Rwanda,2020-09-26,4811,29,3091,1691,37.144842495367506,0.6027852837247973
Central African Republic,2020-09-26,4806,62,1840,2904,99.50310559006212,1.2900540990428633
Angola,2020-09-26,4672,171,1639,2862,14.215298484756284,3.6601027397260273
Somalia,2020-09-26,3588,99,2943,546,22.575976845151953,2.7591973244147154
Gambia,2020-09-26,3555,110,2034,1411,147.08316094331818,3.0942334739803097
Mali,2020-09-26,3080,130,2410,540,15.209125475285171,4.220779220779221
Botswana,2020-09-26,2921,16,701,2204,124.19217687074831,0.5477576172543649
South Sudan,2020-09-26,2676,49,1290,1337,23.905663748436663,1.8310911808669654
Benin,2020-09-26,2325,40,1960,325,19.178421182875528,1.7204301075268817
Guinea-Bissau,2020-09-26,2324,39,1549,736,118.08943089430895,1.6781411359724614
Sierra Leone,2020-09-26,2208,72,1679,457,27.67957878901843,3.260869565217391
Burkina Faso,2020-09-26,1973,56,1264,653,9.438836530641534,2.838317283324886
Togo,2020-09-26,1736,46,1319,371,20.968716028505856,2.6497695852534564
Lesotho,2020-09-26,1558,35,797,726,72.73576097105509,2.246469833119384
Liberia,2020-09-26,1338,82,1221,35,26.453143534994066,6.128550074738415
Niger,2020-09-26,1194,69,1107,18,4.932457553600198,5.778894472361809
Chad,2020-09-26,1177,83,1005,89,7.165469377815659,7.051826677994902
Sao Tome and Principe,2020-09-26,911,15,883,13,415.98173515981733,1.646542261251372
Tanzania,2020-09-26,509,21,183,305,0.8521110255465899,4.12573673870334
Burundi,2020-09-26,485,1,472,12,4.078714994533681,0.2061855670103093
Comoros,2020-09-26,478,7,458,13,54.94252873563218,1.4644351464435146
Eritrea,2020-09-26,375,0,341,34,10.575296108291033,0.0
Mauritius,2020-09-26,367,10,343,14,28.852201257861637,2.7247956403269753
Seychelles,2020-09-26,143,0,140,3,145.91836734693877,0.0
