Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2020-05-19,17200,312,7960,8928,29.000657573049622,1.813953488372093
Egypt,2020-05-19,13484,659,3742,9083,13.176461391131003,4.887273805992287
Algeria,2020-05-19,7377,561,3746,3070,16.822877471437366,7.604717364782432
Morocco,2020-05-19,7023,193,3901,2929,19.026848364986048,2.748113341876691
Nigeria,2020-05-19,6401,192,1734,4475,3.1051712428446687,2.9995313232307454
Ghana,2020-05-19,6096,31,1773,4292,19.618318154024394,0.5085301837270341
Cameroon,2020-05-19,3529,140,1567,1822,13.293904919761923,3.9671294984414853
Guinea,2020-05-19,2863,18,1525,1320,21.800045686438743,0.6287111421585749
Senegal,2020-05-19,2617,30,1133,1454,15.629479216435737,1.146350783339702
Sudan,2020-05-19,2591,111,286,2194,5.908914684485393,4.28406020841374
Cote d'Ivoire,2020-05-19,2153,28,1050,1075,8.162104784289939,1.3005109150023224
Congo (Kinshasa),2020-05-19,1629,61,290,1278,1.8188720536840814,3.7446286065070598
Djibouti,2020-05-19,1618,7,1033,578,163.76518218623482,0.4326328800988875
Gabon,2020-05-19,1502,12,318,1172,67.47529200359389,0.7989347536617843
Somalia,2020-05-19,1502,59,178,1265,9.45070156672749,3.9280958721704398
Tunisia,2020-05-19,1044,47,826,171,8.833234622218463,4.501915708812261
Guinea-Bissau,2020-05-19,1038,6,42,990,52.743902439024396,0.5780346820809248
Kenya,2020-05-19,963,50,358,555,1.7909281954957132,5.192107995846314
Niger,2020-05-19,914,55,734,125,3.7757673400256127,6.017505470459518
Mali,2020-05-19,901,53,529,319,4.449163004296084,5.88235294117647
Equatorial Guinea,2020-05-19,825,7,22,796,58.802565930149676,0.8484848484848486
Burkina Faso,2020-05-19,796,51,652,93,3.8080658278715975,6.407035175879397
Zambia,2020-05-19,772,7,192,573,4.199303742384682,0.9067357512953367
Chad,2020-05-19,545,56,139,350,3.3179106294898335,10.275229357798166
Sierra Leone,2020-05-19,534,33,167,334,6.694245957126739,6.179775280898876
Tanzania,2020-05-19,509,21,183,305,0.8521110255465899,4.12573673870334
Congo (Brazzaville),2020-05-19,420,15,132,273,7.611453425154041,3.571428571428571
Central African Republic,2020-05-19,366,0,18,348,7.577639751552795,0.0
Ethiopia,2020-05-19,365,5,120,240,0.3174906927385964,1.36986301369863
Togo,2020-05-19,338,12,107,219,4.082618673752869,3.5502958579881656
Cabo Verde,2020-05-19,335,3,85,247,60.251798561151084,0.8955223880597015
Mauritius,2020-05-19,332,10,322,0,26.10062893081761,3.0120481927710845
Madagascar,2020-05-19,326,2,119,205,1.1772778158968618,0.6134969325153374
Rwanda,2020-05-19,308,0,209,99,2.378011117974058,0.0
South Sudan,2020-05-19,290,4,4,282,2.5906735751295336,1.3793103448275863
Uganda,2020-05-19,260,0,63,197,0.5684178308301087,0.0
Sao Tome and Principe,2020-05-19,251,8,4,239,114.61187214611871,3.187250996015936
Liberia,2020-05-19,233,23,125,85,4.606563859232899,9.871244635193133
Eswatini,2020-05-19,208,2,87,119,17.93103448275862,0.9615384615384616
Mozambique,2020-05-19,146,0,44,102,0.46712525995840665,0.0
Mauritania,2020-05-19,131,4,7,120,2.817204301075269,3.0534351145038165
Benin,2020-05-19,130,2,83,45,1.072341829580137,1.5384615384615385
Malawi,2020-05-19,70,3,27,40,0.36591740721380034,4.285714285714286
Libya,2020-05-19,68,3,35,30,0.9896667151797409,4.411764705882353
Angola,2020-05-19,52,3,17,32,0.15821821943649972,5.769230769230769
Zimbabwe,2020-05-19,46,4,18,24,0.30949337280495187,8.695652173913043
Burundi,2020-05-19,42,1,20,21,0.35320830880497855,2.380952380952381
Eritrea,2020-05-19,39,0,39,0,1.0998307952622675,0.0
Botswana,2020-05-19,25,1,17,7,1.0629251700680271,4.0
Gambia,2020-05-19,24,1,13,10,0.992966487381051,4.166666666666666
Namibia,2020-05-19,16,0,13,3,0.6296733569460842,0.0
Seychelles,2020-05-19,11,0,11,0,11.224489795918368,0.0
Comoros,2020-05-19,11,1,3,7,1.264367816091954,9.090909090909092
Lesotho,2020-05-19,1,0,0,1,0.04668534080298786,0.0
