Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2020-08-10,563598,10621,417200,135777,950.2739887706756,1.8844992352705296
Egypt,2020-08-10,95666,5035,53779,36852,93.4840815369281,5.2631028787657055
Nigeria,2020-08-10,46867,950,33346,12571,22.73551954982051,2.0270126101521324
Ghana,2020-08-10,41212,215,38727,2270,132.62961413445757,0.5216927108609143
Algeria,2020-08-10,35712,1312,24920,9480,81.43941985359513,3.673835125448029
Morocco,2020-08-10,34063,516,24524,9023,92.28414293841945,1.5148401491354255
Kenya,2020-08-10,26928,423,13495,13010,50.07903888713246,1.570855614973262
Ethiopia,2020-08-10,23591,420,10411,12760,20.520336801085556,1.7803399601542962
Cameroon,2020-08-10,18042,395,15320,2327,67.96504181420929,2.1893359937922625
Cote d'Ivoire,2020-08-10,16798,105,13052,3641,63.68185609219804,0.6250744136206692
Madagascar,2020-08-10,13202,151,11011,2040,47.67614026217905,1.1437660960460536
Sudan,2020-08-10,12033,781,6266,4986,27.441902894022668,6.490484500955705
Senegal,2020-08-10,11312,236,7390,3686,67.55852842809364,2.086280056577086
Congo (Kinshasa),2020-08-10,9489,224,8363,902,10.595013454517034,2.360628095689746
Zambia,2020-08-10,8210,241,6802,1167,44.65839860748477,2.9354445797807553
Gabon,2020-08-10,8006,51,5823,2132,359.6585804132974,0.6370222333250062
Guinea,2020-08-10,7930,50,6898,982,60.38224320414224,0.6305170239596469
Mauritania,2020-08-10,6555,157,5570,828,140.96774193548387,2.3951182303585052
Libya,2020-08-10,5929,125,724,5080,86.29020521030417,2.1082813290605498
Djibouti,2020-08-10,5347,59,5120,168,541.1943319838057,1.1034224798952683
Equatorial Guinea,2020-08-10,4821,83,2182,2556,343.6208125445474,1.7216345156606514
Zimbabwe,2020-08-10,4748,104,1524,3120,31.945098566911124,2.1903959561920807
Malawi,2020-08-10,4674,146,2430,2098,24.432828018818608,3.123662815575524
Central African Republic,2020-08-10,4641,60,1721,2860,96.08695652173913,1.2928248222365868
Congo (Brazzaville),2020-08-10,3664,58,1589,2017,66.40086988039144,1.5829694323144103
Eswatini,2020-08-10,3309,61,1634,1614,285.2586206896552,1.8434572378362042
Somalia,2020-08-10,3227,93,1728,1406,20.30453658843516,2.8819336845367216
Namibia,2020-08-10,3101,19,715,2367,122.03856749311295,0.6127055788455337
Cabo Verde,2020-08-10,2883,32,2128,723,518.5251798561152,1.1099549080818591
Mali,2020-08-10,2573,125,1969,479,12.705545405165179,4.858142246404975
South Sudan,2020-08-10,2470,47,1175,1248,22.06539217437913,1.9028340080971662
Mozambique,2020-08-10,2411,16,860,1535,7.713965765477523,0.6636250518457071
Rwanda,2020-08-10,2152,7,1392,753,16.615194564546016,0.3252788104089219
Guinea-Bissau,2020-08-10,2052,29,944,1079,104.26829268292683,1.4132553606237817
Benin,2020-08-10,1936,38,1600,298,15.969644477439578,1.962809917355372
Sierra Leone,2020-08-10,1917,69,1447,401,24.0315908236179,3.599374021909233
Tunisia,2020-08-10,1717,51,1265,401,14.527455791522126,2.9702970297029703
Angola,2020-08-10,1679,78,569,1032,5.108622892959289,4.645622394282311
Uganda,2020-08-10,1297,9,1137,151,2.8355304868717344,0.6939090208172706
Liberia,2020-08-10,1240,79,725,436,24.515618821668646,6.370967741935483
Gambia,2020-08-10,1235,23,221,991,51.09640049648324,1.862348178137652
Burkina Faso,2020-08-10,1204,54,984,166,5.759938764770607,4.485049833887043
Niger,2020-08-10,1158,69,1062,27,4.783740240426323,5.958549222797927
Togo,2020-08-10,1067,25,729,313,12.88802995530861,2.343017806935333
Botswana,2020-08-10,1066,2,80,984,45.32312925170068,0.18761726078799248
Chad,2020-08-10,945,76,843,26,5.753074394253013,8.042328042328043
Sao Tome and Principe,2020-08-10,878,15,800,63,400.91324200913243,1.7084282460136675
Lesotho,2020-08-10,781,24,175,582,36.46125116713352,3.0729833546734953
Tanzania,2020-08-10,509,21,183,305,0.8521110255465899,4.12573673870334
Burundi,2020-08-10,408,1,315,92,3.4311664283912204,0.24509803921568626
Comoros,2020-08-10,399,7,369,23,45.86206896551724,1.7543859649122806
Mauritius,2020-08-10,344,10,334,0,27.044025157232703,2.9069767441860463
Eritrea,2020-08-10,285,0,248,37,8.037225042301184,0.0
Seychelles,2020-08-10,126,0,125,1,128.57142857142858,0.0
