Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2020-07-06,205721,3310,97848,104563,346.863039336357,1.6089752626129563
Egypt,2020-07-06,76222,3422,21238,51562,74.48355385306937,4.489517462150036
Nigeria,2020-07-06,29286,654,11828,16804,14.206849713786745,2.2331489448883426
Ghana,2020-07-06,21077,129,16070,4878,67.83059247578284,0.6120415618921099
Algeria,2020-07-06,16404,959,11884,3561,37.408496955599645,5.846135089002683
Morocco,2020-07-06,14379,237,10173,3969,38.955866814770665,1.6482370123096182
Cameroon,2020-07-06,12592,313,10100,2179,47.43464175393656,2.485705209656925
Cote d'Ivoire,2020-07-06,10966,75,5384,5507,41.57252255667602,0.6839321539303301
Sudan,2020-07-06,9767,616,4899,4252,22.274168168031196,6.306951981161052
Kenya,2020-07-06,8067,164,2414,5489,15.002510647003032,2.0329738440560305
Senegal,2020-07-06,7478,136,4870,2472,44.66077400860009,1.8186680930730144
Congo (Kinshasa),2020-07-06,7432,182,3226,4024,8.298254820736704,2.448869752421959
Ethiopia,2020-07-06,5846,103,2430,3313,5.085070108903657,1.7618884707492302
Gabon,2020-07-06,5743,46,2574,3123,257.99640610961364,0.8009751001218874
Guinea,2020-07-06,5610,34,4522,1054,42.71682022386355,0.6060606060606061
Mauritania,2020-07-06,4948,133,1896,2919,106.40860215053762,2.687954729183508
Djibouti,2020-07-06,4822,55,4610,157,488.0566801619433,1.140605557859809
Central African Republic,2020-07-06,4033,52,970,3011,83.49896480331263,1.2893627572526656
Madagascar,2020-07-06,3250,33,1135,2082,11.736665342530065,1.0153846153846153
Equatorial Guinea,2020-07-06,3071,51,842,2178,218.888096935139,1.660696841419733
Somalia,2020-07-06,3006,92,1051,1863,18.913987290001888,3.0605455755156354
Mali,2020-07-06,2331,119,1547,665,11.510542689249913,5.105105105105105
South Sudan,2020-07-06,2021,38,333,1650,18.054314811506163,1.880257298367145
Guinea-Bissau,2020-07-06,1790,25,760,1005,90.95528455284553,1.3966480446927374
Malawi,2020-07-06,1742,19,317,1406,9.106116048092002,1.0907003444316876
Zambia,2020-07-06,1632,30,1348,254,8.87728459530026,1.8382352941176472
Congo (Brazzaville),2020-07-06,1557,44,501,1012,28.216745197535335,2.825947334617855
Sierra Leone,2020-07-06,1547,62,1086,399,19.393255609878402,4.0077569489334195
Cabo Verde,2020-07-06,1463,17,722,724,263.1294964028777,1.1619958988380041
Benin,2020-07-06,1199,21,333,845,9.890291182050648,1.7514595496246872
Tunisia,2020-07-06,1199,50,1049,100,10.144682291225992,4.170141784820683
Libya,2020-07-06,1117,34,269,814,16.25673118905545,3.043867502238138
Rwanda,2020-07-06,1113,3,575,535,8.593267449042619,0.2695417789757413
Niger,2020-07-06,1093,68,968,57,4.515222869417937,6.221408966148216
Mozambique,2020-07-06,1012,8,277,727,3.2378819388897777,0.7905138339920948
Eswatini,2020-07-06,1011,13,564,434,87.1551724137931,1.2858555885262115
Burkina Faso,2020-07-06,1000,53,858,89,4.784002296321102,5.3
Uganda,2020-07-06,953,0,892,61,2.083469972234975,0.0
Liberia,2020-07-06,891,39,377,475,17.615658362989322,4.377104377104377
Chad,2020-07-06,872,74,787,11,5.308657007183734,8.486238532110093
Zimbabwe,2020-07-06,734,9,197,528,4.938437731279015,1.226158038147139
Sao Tome and Principe,2020-07-06,721,13,269,439,329.2237442922374,1.8030513176144243
Togo,2020-07-06,680,15,450,215,8.213552361396303,2.2058823529411766
Tanzania,2020-07-06,509,21,183,305,0.8521110255465899,4.12573673870334
Namibia,2020-07-06,485,0,25,460,19.08697363242818,0.0
Angola,2020-07-06,346,19,108,219,1.0527596908659405,5.491329479768786
Mauritius,2020-07-06,342,10,330,2,26.88679245283019,2.923976608187134
Botswana,2020-07-06,314,1,31,282,13.350340136054422,0.3184713375796179
Comoros,2020-07-06,311,7,266,38,35.747126436781606,2.2508038585209005
Eritrea,2020-07-06,215,0,56,159,6.063169768753525,0.0
Burundi,2020-07-06,191,1,118,72,1.6062568328988311,0.5235602094240838
Lesotho,2020-07-06,91,0,11,80,4.248366013071895,0.0
Seychelles,2020-07-06,81,0,11,70,82.6530612244898,0.0
Gambia,2020-07-06,61,3,27,31,2.523789822093504,4.918032786885246
