Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2020-11-16,752269,20314,695496,36459,1268.389283245376,2.700363832618385
Morocco,2020-11-16,296189,4850,243359,47980,802.4410067459564,1.637467968087944
Egypt,2020-11-16,111009,6465,101179,3365,108.47714347137804,5.82385212009837
Ethiopia,2020-11-16,103056,1581,64130,37345,89.64197487909259,1.5341173730787145
Tunisia,2020-11-16,81003,2396,55551,23056,685.3625518233354,2.9579151389454714
Libya,2020-11-16,74324,1025,44733,28566,1081.7057196914568,1.3790969269684086
Kenya,2020-11-16,70804,1287,46244,23273,131.6769262241729,1.8176939155979888
Algeria,2020-11-16,68589,2168,45148,21273,156.41376479441746,3.160856697138025
Nigeria,2020-11-16,65305,1163,61162,2980,31.679926263704278,1.7808743587780416
Ghana,2020-11-16,50376,323,48626,1427,162.12145592636696,0.6411783388915356
Cameroon,2020-11-16,22692,433,21510,749,85.48180516838696,1.908161466596157
Cote d'Ivoire,2020-11-16,20988,128,20663,197,79.56630525437865,0.6098723079855155
Madagascar,2020-11-16,17310,250,16592,468,62.511285255137054,1.4442518775274409
Zambia,2020-11-16,17187,353,16400,434,93.48890339425587,2.0538779309943562
Uganda,2020-11-16,16257,150,8170,7937,35.54141798386568,0.9226794611551946
Senegal,2020-11-16,15801,329,15421,51,94.36813186813187,2.0821466995759765
Sudan,2020-11-16,15047,1119,9581,4347,34.31549180140938,7.436698345185087
Mozambique,2020-11-16,14514,116,12599,1799,46.43737002079667,0.7992283312663636
Angola,2020-11-16,13615,324,6523,6768,41.42578956976815,2.3797282409107603
Namibia,2020-11-16,13555,138,12843,574,533.4513970877607,1.0180745112504612
Guinea,2020-11-16,12624,75,11270,1279,96.12426711337851,0.594106463878327
Congo (Kinshasa),2020-11-16,11839,321,11124,394,13.218923415325868,2.71137765013937
Cabo Verde,2020-11-16,9840,103,9386,351,1769.7841726618706,1.046747967479675
Botswana,2020-11-16,9103,30,6801,2272,387.03231292517006,0.329561682961661
Gabon,2020-11-16,9084,58,8957,69,408.08625336927224,0.6384852487890798
Zimbabwe,2020-11-16,8897,257,8116,524,59.86005517055776,2.8886141395976175
Mauritania,2020-11-16,7979,165,7536,278,171.59139784946237,2.0679283118185237
Eswatini,2020-11-16,6105,119,5790,196,526.2931034482759,1.9492219492219491
Malawi,2020-11-16,5971,185,5402,384,31.212754835337165,3.0983084910400267
Djibouti,2020-11-16,5655,61,5542,52,572.3684210526316,1.0786914235190097
Congo (Brazzaville),2020-11-16,5515,92,3887,1536,99.94563247553462,1.668177697189483
Rwanda,2020-11-16,5491,45,5004,442,42.39499691167387,0.8195228555818612
Equatorial Guinea,2020-11-16,5104,85,4973,46,363.79187455452603,1.6653605015673982
Central African Republic,2020-11-16,4900,63,1924,2913,101.44927536231884,1.2857142857142856
Somalia,2020-11-16,4301,107,3330,864,27.06222865412446,2.487793536386887
Mali,2020-11-16,3948,141,2965,842,19.49533356377463,3.571428571428571
Gambia,2020-11-16,3705,122,3573,10,153.28920148944974,3.292847503373819
South Sudan,2020-11-16,3012,59,1290,1663,26.907271752724675,1.9588313413014609
Benin,2020-11-16,2884,43,2579,262,23.789491050070115,1.4909847434119279
Togo,2020-11-16,2693,61,1952,680,32.52808310182389,2.265131823245451
Burkina Faso,2020-11-16,2652,68,2454,130,12.687174089843564,2.564102564102564
Guinea-Bissau,2020-11-16,2419,43,2255,121,122.91666666666667,1.7775940471269118
Sierra Leone,2020-11-16,2391,74,1822,495,29.97367431365175,3.094939355918026
Lesotho,2020-11-16,2041,44,1056,941,95.28478057889822,2.1558059774620286
Chad,2020-11-16,1603,101,1448,54,9.758918787288446,6.3006862133499695
Liberia,2020-11-16,1512,82,1318,112,29.8932384341637,5.423280423280423
Niger,2020-11-16,1316,70,1150,96,5.4364440038005535,5.319148936170213
Sao Tome and Principe,2020-11-16,965,16,917,32,440.63926940639266,1.6580310880829014
Burundi,2020-11-16,630,1,549,80,5.298124632074678,0.15873015873015872
Comoros,2020-11-16,579,7,549,23,66.55172413793103,1.2089810017271159
Eritrea,2020-11-16,518,0,451,67,14.60800902425268,0.0
Tanzania,2020-11-16,509,21,183,305,0.8521110255465899,4.12573673870334
Mauritius,2020-11-16,491,10,431,50,38.60062893081761,2.0366598778004072
Seychelles,2020-11-16,160,0,157,3,163.26530612244898,0.0
