Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2020-10-03,679716,16938,612763,50015,1146.0587769141277,2.4919230972935758
Morocco,2020-10-03,131228,2293,108687,20248,355.525453116957,1.7473405065992016
Egypt,2020-10-03,103575,5970,97274,331,101.21269568276428,5.763939174511224
Ethiopia,2020-10-03,77860,1214,32325,44321,67.72554886747156,1.559208836372977
Nigeria,2020-10-03,59287,1113,50718,7456,28.760551081789075,1.8773086848718943
Algeria,2020-10-03,51995,1756,36482,13757,118.57198239492828,3.377247812289643
Ghana,2020-10-03,46803,303,46006,494,150.62272712644418,0.6473943977950132
Kenya,2020-10-03,39184,728,25426,13030,72.87199419761582,1.8579011841567987
Libya,2020-10-03,36087,578,20889,14620,525.2073933925193,1.6016848172472082
Tunisia,2020-10-03,20944,276,5032,15636,177.2061934173788,1.317799847211612
Cameroon,2020-10-03,20924,420,19764,740,78.82166804791683,2.007264385394762
Cote d'Ivoire,2020-10-03,19849,120,19421,308,75.24831298809615,0.6045644616857272
Madagascar,2020-10-03,16529,232,15480,817,59.69087429128598,1.4035936838284226
Senegal,2020-10-03,15068,312,12751,2005,89.99044433827042,2.0706132200690206
Zambia,2020-10-03,14974,333,14094,547,81.45126196692777,2.2238546814478433
Sudan,2020-10-03,13658,836,6764,6058,31.14780268649228,6.12095475179382
Namibia,2020-10-03,11572,123,9419,2030,455.4112554112554,1.0629104735568613
Congo (Kinshasa),2020-10-03,10752,274,10212,266,12.005225488773014,2.5483630952380953
Guinea,2020-10-03,10735,66,10066,603,81.740653316074,0.6148113646949231
Mozambique,2020-10-03,9049,64,5736,3249,28.952167653175493,0.7072604707702508
Gabon,2020-10-03,8797,54,8067,676,395.19317160826597,0.6138456291917699
Uganda,2020-10-03,8662,79,4546,4037,18.9370586563477,0.9120295543754329
Zimbabwe,2020-10-03,7885,228,6327,1330,53.051200968848825,2.891566265060241
Mauritania,2020-10-03,7517,162,7174,181,161.65591397849462,2.155115072502328
Cabo Verde,2020-10-03,6296,62,5409,825,1132.3741007194246,0.9847522236340533
Malawi,2020-10-03,5783,179,4539,1065,30.230005227391533,3.095279266816531
Eswatini,2020-10-03,5530,111,5076,343,476.72413793103453,2.007233273056058
Djibouti,2020-10-03,5418,61,5347,10,548.3805668016195,1.1258767072720561
Angola,2020-10-03,5370,193,2436,2741,16.33907381488468,3.594040968342644
Congo (Brazzaville),2020-10-03,5089,89,3887,1113,92.2254440014498,1.7488701120062882
Equatorial Guinea,2020-10-03,5045,83,4879,83,359.5866001425517,1.6451932606541129
Rwanda,2020-10-03,4852,29,3211,1612,37.46139592340951,0.597691673536686
Central African Republic,2020-10-03,4845,62,1914,2869,100.31055900621118,1.279669762641899
Somalia,2020-10-03,3593,99,3001,493,22.607437236519225,2.755357639855274
Gambia,2020-10-03,3590,115,2226,1249,148.53123707074886,3.203342618384401
Botswana,2020-10-03,3172,16,710,2446,134.8639455782313,0.5044136191677175
Mali,2020-10-03,3170,131,2476,563,15.653547972939608,4.132492113564669
South Sudan,2020-10-03,2715,50,1290,1375,24.254064677505806,1.841620626151013
Guinea-Bissau,2020-10-03,2362,39,1549,774,120.02032520325203,1.651143099068586
Benin,2020-10-03,2357,41,1973,343,19.44238224861833,1.7394993635977938
Sierra Leone,2020-10-03,2259,72,1704,483,28.318916886047386,3.187250996015936
Burkina Faso,2020-10-03,2154,59,1397,698,10.304740946275654,2.7390900649953576
Togo,2020-10-03,1840,48,1375,417,22.224906389660585,2.608695652173913
Lesotho,2020-10-03,1680,39,926,715,78.43137254901961,2.3214285714285716
Liberia,2020-10-03,1347,82,1221,44,26.631079478054566,6.087602078693393
Chad,2020-10-03,1214,85,1075,54,7.3907220260562525,7.00164744645799
Niger,2020-10-03,1200,69,1115,16,4.957243772462511,5.75
Sao Tome and Principe,2020-10-03,913,15,886,12,416.89497716894977,1.642935377875137
Burundi,2020-10-03,513,1,472,40,4.3141872004036665,0.1949317738791423
Tanzania,2020-10-03,509,21,183,305,0.8521110255465899,4.12573673870334
Comoros,2020-10-03,487,7,466,14,55.97701149425287,1.4373716632443532
Eritrea,2020-10-03,398,0,358,40,11.223914269599549,0.0
Mauritius,2020-10-03,385,10,357,18,30.267295597484278,2.5974025974025974
Seychelles,2020-10-03,146,0,143,3,148.9795918367347,0.0
