Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2020-12-06,814565,22206,744780,47579,1373.4256183715793,2.7261176210615483
Morocco,2020-12-06,379657,6245,331301,42111,1028.5741377909026,1.6449057965479366
Egypt,2020-12-06,118432,6771,103501,8160,115.73084214435086,5.717204809510943
Ethiopia,2020-12-06,113295,1747,80831,30717,98.54824118854599,1.541992144401783
Tunisia,2020-12-06,104002,3561,76441,24000,879.956003045943,3.4239726159112327
Kenya,2020-12-06,88380,1526,68929,17925,164.3636904651206,1.7266349852907896
Algeria,2020-12-06,88252,2516,57146,28590,201.25424733757495,2.8509268911752708
Libya,2020-12-06,86580,1231,56702,28647,1260.078591180323,1.421806421806422
Nigeria,2020-12-06,69255,1180,64774,3301,33.596099738042106,1.7038480976102808
Ghana,2020-12-06,52274,325,51063,886,168.22965275319407,0.6217239928071316
Cameroon,2020-12-06,24752,443,23344,965,93.24191968658178,1.789754363283775
Uganda,2020-12-06,22499,206,9175,13118,49.187818368640826,0.9155962487221654
Cote d'Ivoire,2020-12-06,21485,132,21109,244,81.45045113352036,0.6143821270653944
Sudan,2020-12-06,19747,1295,11021,7431,45.03409427809072,6.557958170861397
Zambia,2020-12-06,17916,364,17173,379,97.45430809399478,2.031703505246707
Madagascar,2020-12-06,17473,255,16927,291,63.099924163085475,1.459394494362731
Senegal,2020-12-06,16477,338,15776,363,98.4053989488772,2.0513442981125207
Mozambique,2020-12-06,16244,133,14416,1695,51.9724844024956,0.8187638512681606
Angola,2020-12-06,15591,354,8338,6899,47.43808190835514,2.270540696555705
Namibia,2020-12-06,15078,152,13939,987,593.3884297520661,1.0080912587876376
Congo (Kinshasa),2020-12-06,13527,344,11947,1236,15.103672357387701,2.543062024099948
Guinea,2020-12-06,13233,76,12355,802,100.76144064570167,0.5743217713292526
Botswana,2020-12-06,11531,34,8978,2519,490.26360544217687,0.29485734108056544
Cabo Verde,2020-12-06,11063,109,10596,358,1989.748201438849,0.985266202657507
Zimbabwe,2020-12-06,10718,291,8880,1547,72.11195586355379,2.715058779623064
Mauritania,2020-12-06,9516,188,7849,1479,204.64516129032256,1.9756200084068938
Gabon,2020-12-06,9254,60,9106,88,415.72327044025155,0.6483682731791658
Eswatini,2020-12-06,6501,122,6090,289,560.4310344827586,1.8766343639440086
Rwanda,2020-12-06,6129,51,5696,382,47.320877084620136,0.8321096426823299
Malawi,2020-12-06,6051,185,5476,390,31.630946157867225,3.057345893240787
Congo (Brazzaville),2020-12-06,5774,94,4988,692,104.63936208771294,1.6279875303082785
Djibouti,2020-12-06,5701,61,5593,47,577.0242914979757,1.0699877214523767
Equatorial Guinea,2020-12-06,5159,85,5023,51,367.712045616536,1.6476061252180656
Mali,2020-12-06,5135,164,3369,1602,25.356772505061482,3.1937682570593964
Central African Republic,2020-12-06,4922,63,1924,2935,101.9047619047619,1.2799674928890694
Somalia,2020-12-06,4525,121,3480,924,28.471654187378093,2.674033149171271
Gambia,2020-12-06,3770,123,3615,32,155.97848572610675,3.2625994694960214
Burkina Faso,2020-12-06,3212,68,2711,433,15.36621537578338,2.1170610211706102
South Sudan,2020-12-06,3181,62,2977,142,28.4170091120243,1.9490726186733733
Togo,2020-12-06,3095,65,2653,377,37.38374199782582,2.10016155088853
Benin,2020-12-06,3055,44,2907,104,25.20003299513322,1.4402618657937807
Guinea-Bissau,2020-12-06,2441,44,2327,70,124.03455284552845,1.8025399426464563
Sierra Leone,2020-12-06,2426,74,1846,506,30.412435752789268,3.0502885408079146
Lesotho,2020-12-06,2150,44,1278,828,100.3734827264239,2.0465116279069764
Niger,2020-12-06,1856,77,1237,542,7.667203701408684,4.148706896551724
Chad,2020-12-06,1725,102,1564,59,10.501643735541215,5.913043478260869
Liberia,2020-12-06,1676,83,1358,235,33.13562672993278,4.952267303102626
Sao Tome and Principe,2020-12-06,999,17,937,45,456.16438356164383,1.7017017017017018
Burundi,2020-12-06,694,1,575,118,5.83634681692036,0.1440922190201729
Eritrea,2020-12-06,632,0,508,124,17.822899041173155,0.0
Comoros,2020-12-06,616,7,600,9,70.80459770114943,1.1363636363636365
Tanzania,2020-12-06,509,21,183,305,0.8521110255465899,4.12573673870334
Mauritius,2020-12-06,508,10,465,33,39.937106918238996,1.968503937007874
Seychelles,2020-12-06,184,0,168,16,187.75510204081633,0.0
