Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2020-12-29,1021451,27568,858456,135427,1722.2529464330876,2.6989057722788465
Morocco,2020-12-29,435189,7314,401429,26446,1179.0225136138279,1.6806490972887642
Egypt,2020-12-29,135233,7520,111040,16673,132.14865049739092,5.560772888274312
Tunisia,2020-12-29,134802,4570,104401,25831,1140.553346306794,3.390157416062076
Ethiopia,2020-12-29,123388,1913,110739,10736,107.32751122090394,1.5503938794696404
Libya,2020-12-29,99350,1444,70412,27494,1445.9321787221656,1.4534474081529944
Algeria,2020-12-29,98988,2745,66550,29693,225.73715536703838,2.773063401624439
Kenya,2020-12-29,96139,1665,77659,16815,178.79340164772833,1.7318674003266106
Nigeria,2020-12-29,85560,1267,71937,12356,41.50577277578345,1.4808321645628797
Ghana,2020-12-29,54681,335,53462,884,175.97592765423357,0.6126442457160622
Uganda,2020-12-29,34281,250,11450,22581,74.94589099494982,0.7292669408710364
Cameroon,2020-12-29,26277,448,24892,937,98.98666465757553,1.704913041823648
Sudan,2020-12-29,25060,1468,13524,10068,57.15067618417752,5.857940941739825
Namibia,2020-12-29,22851,195,18743,3913,899.2916174734356,0.8533543389786005
Cote d'Ivoire,2020-12-29,22250,137,21872,241,84.35059519296382,0.6157303370786518
Zambia,2020-12-29,20177,385,18380,1412,109.75304612706702,1.9081131981959658
Senegal,2020-12-29,18806,395,17096,1315,112.31485905398948,2.1003934914389024
Mozambique,2020-12-29,18372,162,16439,1771,58.78099504079347,0.8817766165904637
Madagascar,2020-12-29,17714,261,17228,225,63.970243039254626,1.4734108614655075
Angola,2020-12-29,17371,403,10627,6341,52.85401326598917,2.3199585516090035
Congo (Kinshasa),2020-12-29,17182,584,14658,1940,19.184689764518037,3.3989058316843206
Botswana,2020-12-29,14025,40,11627,2358,596.3010204081633,0.28520499108734404
Mauritania,2020-12-29,13989,334,10830,2825,300.83870967741933,2.387590249481736
Guinea,2020-12-29,13688,80,13082,526,104.22599558364425,0.5844535359438925
Zimbabwe,2020-12-29,13325,359,11067,1899,89.65215636143444,2.6941838649155723
Cabo Verde,2020-12-29,11752,112,11504,136,2113.6690647482014,0.9530292716133424
Gabon,2020-12-29,9510,64,9356,90,427.2237196765499,0.6729758149316508
Eswatini,2020-12-29,8934,175,7048,1711,770.1724137931034,1.9588090441011865
Rwanda,2020-12-29,8128,79,6339,1710,62.75478690549722,0.9719488188976378
Congo (Brazzaville),2020-12-29,6908,107,5831,970,125.19028633562885,1.5489287782281413
Mali,2020-12-29,6796,262,4492,2042,33.55883660066169,3.8552089464390815
Burkina Faso,2020-12-29,6537,82,4803,1652,31.273023011051045,1.2543980419152516
Malawi,2020-12-29,6388,188,5688,512,33.39257710402509,2.9430181590482154
Djibouti,2020-12-29,5813,61,5716,36,588.3603238866397,1.049372097023912
Equatorial Guinea,2020-12-29,5248,86,5097,65,374.0555951532431,1.638719512195122
Central African Republic,2020-12-29,4961,63,1924,2974,102.71221532091097,1.2699052610360815
Somalia,2020-12-29,4690,127,3605,958,29.509847102497954,2.7078891257995736
Gambia,2020-12-29,3797,124,3664,9,157.0955730244104,3.265736107453253
Togo,2020-12-29,3604,68,3366,170,43.53182751540041,1.8867924528301887
South Sudan,2020-12-29,3511,63,3131,317,31.365016973378594,1.7943605810310452
Niger,2020-12-29,3208,102,1767,1339,13.252365018383111,3.1795511221945136
Benin,2020-12-29,3205,44,3061,100,26.437350490802608,1.3728549141965678
Lesotho,2020-12-29,3005,51,1480,1474,140.2894491129785,1.697171381031614
Sierra Leone,2020-12-29,2569,76,1875,618,32.205089632694,2.958349552355002
Guinea-Bissau,2020-12-29,2452,45,2397,10,124.59349593495934,1.8352365415986949
Chad,2020-12-29,2048,104,1686,258,12.468038475587482,5.078125
Liberia,2020-12-29,1779,83,1406,290,35.17200474495848,4.665542439572794
Eritrea,2020-12-29,1220,1,643,576,34.404963338973495,0.08196721311475409
Sao Tome and Principe,2020-12-29,1014,17,963,34,463.01369863013696,1.6765285996055226
Burundi,2020-12-29,809,2,687,120,6.8034648053149445,0.2472187886279357
Comoros,2020-12-29,765,9,700,56,87.93103448275862,1.1764705882352942
Mauritius,2020-12-29,527,10,496,21,41.430817610062896,1.8975332068311195
Tanzania,2020-12-29,509,21,183,305,0.8521110255465899,4.12573673870334
Seychelles,2020-12-29,217,0,207,10,221.42857142857144,0.0
