Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-26-2020,778571,21289,716444
Morocco,11-26-2020,340684,5619,289808
Egypt,11-26-2020,114475,6596,102268
Ethiopia,11-26-2020,107669,1672,67001
Tunisia,11-26-2020,92475,3034,67453
Libya,11-26-2020,80407,1140,51585
Kenya,11-26-2020,80102,1427,53526
Algeria,11-26-2020,79110,2352,51334
Nigeria,11-26-2020,66974,1169,62585
Ghana,11-26-2020,51225,323,50127
Cameroon,11-26-2020,24022,437,22177
Cote d'Ivoire,11-26-2020,21199,131,20852
Uganda,11-26-2020,19115,191,8840
Zambia,11-26-2020,17553,357,16779
Madagascar,11-26-2020,17341,251,16657
Sudan,11-26-2020,16864,1215,9964
Senegal,11-26-2020,15960,331,15558
Mozambique,11-26-2020,15467,128,13520
Angola,11-26-2020,14920,341,7617
Namibia,11-26-2020,14155,147,13355
Guinea,11-26-2020,12949,76,11922
Congo (Kinshasa),11-26-2020,12470,333,11495
Cabo Verde,11-26-2020,10570,105,9956
Botswana,11-26-2020,10258,31,7717
Zimbabwe,11-26-2020,9623,274,8397
Gabon,11-26-2020,9173,59,9016
Mauritania,11-26-2020,8288,171,7652
Eswatini,11-26-2020,6329,120,5929
Malawi,11-26-2020,6020,185,5450
Rwanda,11-26-2020,5851,47,5345
Djibouti,11-26-2020,5676,61,5576
Congo (Brazzaville),11-26-2020,5632,93,4988
Equatorial Guinea,11-26-2020,5146,85,5005
Central African Republic,11-26-2020,4913,63,1924
Mali,11-26-2020,4505,148,3076
Somalia,11-26-2020,4451,113,3417
Gambia,11-26-2020,3728,123,3588
South Sudan,11-26-2020,3092,61,2949
Benin,11-26-2020,2974,43,2579
Togo,11-26-2020,2904,64,2345
Burkina Faso,11-26-2020,2777,68,2567
Guinea-Bissau,11-26-2020,2422,43,2309
Sierra Leone,11-26-2020,2409,74,1831
Lesotho,11-26-2020,2109,44,1278
Chad,11-26-2020,1661,101,1496
Liberia,11-26-2020,1591,83,1340
Niger,11-26-2020,1443,70,1182
Sao Tome and Principe,11-26-2020,985,17,928
Burundi,11-26-2020,677,1,575
Comoros,11-26-2020,610,7,585
Eritrea,11-26-2020,566,0,477
Tanzania,11-26-2020,509,21,183
Mauritius,11-26-2020,498,10,440
Seychelles,11-26-2020,166,0,159
Western Sahara,11-26-2020,10,1,8
