Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-22-2020,710515,18843,642560
Morocco,10-22-2020,186731,3132,154481
Egypt,10-22-2020,106060,6166,98624
Ethiopia,10-22-2020,91693,1396,45260
Nigeria,10-22-2020,61805,1127,56985
Algeria,10-22-2020,55357,1888,38618
Libya,10-22-2020,52620,768,29057
Ghana,10-22-2020,47538,312,46789
Kenya,10-22-2020,47212,870,33050
Tunisia,10-22-2020,45892,740,5032
Cameroon,10-22-2020,21570,425,20117
Cote d'Ivoire,10-22-2020,20390,121,20088
Madagascar,10-22-2020,16810,238,16215
Zambia,10-22-2020,16035,346,15168
Senegal,10-22-2020,15508,321,14026
Sudan,10-22-2020,13724,836,6764
Namibia,10-22-2020,12460,133,10609
Guinea,10-22-2020,11635,71,10474
Mozambique,10-22-2020,11559,81,9226
Congo (Kinshasa),10-22-2020,11097,304,10379
Uganda,10-22-2020,11041,98,7210
Gabon,10-22-2020,8901,54,8479
Angola,10-22-2020,8582,260,3305
Zimbabwe,10-22-2020,8242,236,7742
Cabo Verde,10-22-2020,8122,91,6940
Mauritania,10-22-2020,7650,163,7369
Botswana,10-22-2020,5923,21,927
Malawi,10-22-2020,5874,183,4764
Eswatini,10-22-2020,5814,116,5468
Djibouti,10-22-2020,5522,61,5389
Congo (Brazzaville),10-22-2020,5156,92,3887
Equatorial Guinea,10-22-2020,5074,83,4961
Rwanda,10-22-2020,5017,34,4803
Central African Republic,10-22-2020,4862,62,1924
Somalia,10-22-2020,3897,102,3166
Gambia,10-22-2020,3659,119,2660
Mali,10-22-2020,3440,132,2608
South Sudan,10-22-2020,2872,55,1290
Benin,10-22-2020,2557,41,2330
Burkina Faso,10-22-2020,2414,65,1869
Guinea-Bissau,10-22-2020,2403,41,1818
Sierra Leone,10-22-2020,2340,73,1777
Togo,10-22-2020,2139,52,1574
Lesotho,10-22-2020,1923,43,961
Chad,10-22-2020,1410,96,1223
Liberia,10-22-2020,1385,82,1278
Niger,10-22-2020,1215,69,1128
Sao Tome and Principe,10-22-2020,935,15,898
Burundi,10-22-2020,551,1,497
Comoros,10-22-2020,517,7,494
Tanzania,10-22-2020,509,21,183
Eritrea,10-22-2020,457,0,391
Mauritius,10-22-2020,425,10,386
Seychelles,10-22-2020,151,0,148
Western Sahara,10-22-2020,10,1,8
