Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-25-2020,983359,26276,830251
Morocco,12-25-2020,428193,7170,391920
Egypt,12-25-2020,130126,7309,108985
Tunisia,12-25-2020,128578,4385,98426
Ethiopia,12-25-2020,121880,1897,107599
Libya,12-25-2020,97653,1415,68289
Algeria,12-25-2020,97441,2716,65144
Kenya,12-25-2020,95713,1653,76811
Nigeria,12-25-2020,82747,1246,70248
Ghana,12-25-2020,54043,333,52777
Uganda,12-25-2020,33360,245,10905
Cameroon,12-25-2020,26277,448,24892
Sudan,12-25-2020,23316,1468,13524
Cote d'Ivoire,12-25-2020,22081,133,21697
Namibia,12-25-2020,21262,187,17602
Zambia,12-25-2020,19571,381,18127
Senegal,12-25-2020,18369,386,16785
Mozambique,12-25-2020,18108,156,16015
Madagascar,12-25-2020,17633,260,17147
Angola,12-25-2020,17099,396,9921
Congo (Kinshasa),12-25-2020,16472,573,13982
Botswana,12-25-2020,14025,40,11627
Guinea,12-25-2020,13646,80,13049
Mauritania,12-25-2020,13264,314,9787
Zimbabwe,12-25-2020,12880,341,10468
Cabo Verde,12-25-2020,11696,112,11381
Gabon,12-25-2020,9497,64,9331
Eswatini,12-25-2020,8170,154,7016
Rwanda,12-25-2020,7743,69,6203
Congo (Brazzaville),12-25-2020,6571,100,4988
Mali,12-25-2020,6488,245,4026
Malawi,12-25-2020,6339,187,5676
Burkina Faso,12-25-2020,6134,77,4329
Djibouti,12-25-2020,5804,61,5695
Equatorial Guinea,12-25-2020,5236,85,5078
Central African Republic,12-25-2020,4948,63,1924
Somalia,12-25-2020,4690,127,3605
Gambia,12-25-2020,3791,123,3659
Togo,12-25-2020,3546,68,3225
South Sudan,12-25-2020,3455,62,3118
Benin,12-25-2020,3205,44,3061
Niger,12-25-2020,3005,91,1587
Lesotho,12-25-2020,2725,51,1466
Sierra Leone,12-25-2020,2549,76,1866
Guinea-Bissau,12-25-2020,2447,45,2386
Chad,12-25-2020,1971,102,1654
Liberia,12-25-2020,1779,83,1406
Sao Tome and Principe,12-25-2020,1014,17,963
Eritrea,12-25-2020,992,1,600
Burundi,12-25-2020,786,2,687
Comoros,12-25-2020,715,7,626
Mauritius,12-25-2020,527,10,496
Tanzania,12-25-2020,509,21,183
Seychelles,12-25-2020,205,0,184
