Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-05-2020,636884,14779,561204
Egypt,09-05-2020,99712,5511,77208
Morocco,09-05-2020,70160,1329,53929
Ethiopia,09-05-2020,57466,897,20776
Nigeria,09-05-2020,54905,1054,42922
Algeria,09-05-2020,46071,1549,32481
Ghana,09-05-2020,44777,283,43693
Kenya,09-05-2020,35020,594,21158
Cameroon,09-05-2020,19604,415,18448
Cote d'Ivoire,09-05-2020,18472,119,17323
Libya,09-05-2020,17094,272,2025
Madagascar,09-05-2020,15269,199,14113
Senegal,09-05-2020,13948,290,9851
Sudan,09-05-2020,13407,832,6725
Zambia,09-05-2020,12709,292,11668
Congo (Kinshasa),09-05-2020,10178,259,9420
Guinea,09-05-2020,9649,61,8832
Gabon,09-05-2020,8601,53,7424
Namibia,09-05-2020,8514,87,3643
Mauritania,09-05-2020,7134,160,6658
Zimbabwe,09-05-2020,6837,206,5345
Malawi,09-05-2020,5611,175,3551
Djibouti,09-05-2020,5387,60,5327
Equatorial Guinea,09-05-2020,4972,83,4413
Eswatini,09-05-2020,4819,94,3903
Tunisia,09-05-2020,4776,93,1701
Central African Republic,09-05-2020,4729,62,1818
Congo (Brazzaville),09-05-2020,4628,102,1742
Rwanda,09-05-2020,4349,18,2199
Mozambique,09-05-2020,4341,26,2579
Cabo Verde,09-05-2020,4275,42,3611
Uganda,09-05-2020,3539,39,1564
Somalia,09-05-2020,3332,97,2696
Gambia,09-05-2020,3150,99,1315
Angola,09-05-2020,2935,117,1192
Mali,09-05-2020,2833,126,2233
South Sudan,09-05-2020,2544,48,1290
Guinea-Bissau,09-05-2020,2245,38,1127
Benin,09-05-2020,2213,40,1793
Sierra Leone,09-05-2020,2041,71,1602
Botswana,09-05-2020,2002,8,493
Togo,09-05-2020,1477,32,1094
Burkina Faso,09-05-2020,1408,55,1098
Liberia,09-05-2020,1306,82,1163
Niger,09-05-2020,1177,69,1091
Lesotho,09-05-2020,1148,31,528
Chad,09-05-2020,1034,77,914
Sao Tome and Principe,09-05-2020,898,15,859
Tanzania,09-05-2020,509,21,183
Burundi,09-05-2020,460,1,357
Comoros,09-05-2020,452,7,410
Mauritius,09-05-2020,356,10,335
Eritrea,09-05-2020,330,0,295
Seychelles,09-05-2020,136,0,127
Western Sahara,09-05-2020,10,1,8
