Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-07-2020,639362,15004,566555
Egypt,09-07-2020,100041,5541,79008
Morocco,09-07-2020,73780,1394,56096
Ethiopia,09-07-2020,59648,933,21789
Nigeria,09-07-2020,55160,1061,43231
Algeria,09-07-2020,46653,1562,32985
Ghana,09-07-2020,44869,283,43801
Kenya,09-07-2020,35205,599,21310
Cameroon,09-07-2020,19604,415,18448
Libya,09-07-2020,18834,296,2126
Cote d'Ivoire,09-07-2020,18701,119,17599
Madagascar,09-07-2020,15352,202,14184
Senegal,09-07-2020,14014,291,10037
Sudan,09-07-2020,13437,833,6730
Zambia,09-07-2020,12836,295,11748
Congo (Kinshasa),09-07-2020,10233,260,9451
Guinea,09-07-2020,9816,62,8956
Namibia,09-07-2020,8810,91,3806
Gabon,09-07-2020,8608,53,7533
Zimbabwe,09-07-2020,7298,210,5455
Mauritania,09-07-2020,7165,160,6681
Malawi,09-07-2020,5621,176,3590
Djibouti,09-07-2020,5388,61,5327
Tunisia,09-07-2020,5124,94,1788
Equatorial Guinea,09-07-2020,4985,83,4454
Congo (Brazzaville),09-07-2020,4891,102,3887
Eswatini,09-07-2020,4884,94,4029
Central African Republic,09-07-2020,4729,62,1818
Mozambique,09-07-2020,4557,27,2697
Rwanda,09-07-2020,4409,19,2271
Cabo Verde,09-07-2020,4358,42,3790
Uganda,09-07-2020,3776,44,1741
Somalia,09-07-2020,3362,97,2696
Gambia,09-07-2020,3197,99,1315
Angola,09-07-2020,2981,120,1215
Mali,09-07-2020,2870,127,2246
South Sudan,09-07-2020,2545,48,1290
Guinea-Bissau,09-07-2020,2245,38,1127
Benin,09-07-2020,2213,40,1793
Botswana,09-07-2020,2126,9,493
Sierra Leone,09-07-2020,2055,71,1611
Togo,09-07-2020,1493,33,1114
Burkina Faso,09-07-2020,1463,56,1112
Liberia,09-07-2020,1311,82,1190
Niger,09-07-2020,1177,69,1091
Lesotho,09-07-2020,1148,31,528
Chad,09-07-2020,1040,79,919
Sao Tome and Principe,09-07-2020,898,15,859
Tanzania,09-07-2020,509,21,183
Burundi,09-07-2020,466,1,374
Comoros,09-07-2020,452,7,410
Mauritius,09-07-2020,356,10,335
Eritrea,09-07-2020,330,0,295
Seychelles,09-07-2020,137,0,127
Western Sahara,09-07-2020,10,1,8
