Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-13-2020,649793,15447,577906
Egypt,09-13-2020,101009,5648,84161
Morocco,09-13-2020,86686,1578,67528
Ethiopia,09-13-2020,64301,1013,24983
Nigeria,09-13-2020,56256,1082,44152
Algeria,09-13-2020,48254,1612,34037
Ghana,09-13-2020,45434,286,44342
Kenya,09-13-2020,36157,622,23067
Libya,09-13-2020,22781,362,12183
Cameroon,09-13-2020,20167,415,18837
Cote d'Ivoire,09-13-2020,19013,120,18112
Madagascar,09-13-2020,15757,211,14368
Senegal,09-13-2020,14280,297,10520
Zambia,09-13-2020,13539,312,12260
Sudan,09-13-2020,13516,835,6757
Congo (Kinshasa),09-13-2020,10390,264,9756
Guinea,09-13-2020,10045,63,9292
Namibia,09-13-2020,9719,101,6543
Gabon,09-13-2020,8643,53,7706
Zimbabwe,09-13-2020,7526,224,5678
Mauritania,09-13-2020,7276,161,6825
Tunisia,09-13-2020,6635,107,1991
Malawi,09-13-2020,5690,177,3731
Djibouti,09-13-2020,5395,61,5330
Mozambique,09-13-2020,5269,35,2960
Eswatini,09-13-2020,5075,98,4229
Equatorial Guinea,09-13-2020,4996,83,4490
Congo (Brazzaville),09-13-2020,4928,88,3887
Cabo Verde,09-13-2020,4813,44,4119
Uganda,09-13-2020,4799,55,2256
Central African Republic,09-13-2020,4749,62,1825
Rwanda,09-13-2020,4591,22,2556
Gambia,09-13-2020,3405,103,1723
Somalia,09-13-2020,3389,98,2803
Angola,09-13-2020,3388,134,1301
Mali,09-13-2020,2924,128,2285
South Sudan,09-13-2020,2578,49,1290
Guinea-Bissau,09-13-2020,2275,39,1127
Benin,09-13-2020,2267,40,1942
Botswana,09-13-2020,2252,10,546
Sierra Leone,09-13-2020,2109,72,1636
Burkina Faso,09-13-2020,1707,56,1135
Togo,09-13-2020,1572,37,1190
Liberia,09-13-2020,1319,82,1210
Lesotho,09-13-2020,1245,33,528
Niger,09-13-2020,1180,69,1104
Chad,09-13-2020,1084,80,938
Sao Tome and Principe,09-13-2020,906,15,870
Tanzania,09-13-2020,509,21,183
Burundi,09-13-2020,472,1,374
Comoros,09-13-2020,456,7,415
Mauritius,09-13-2020,361,10,335
Eritrea,09-13-2020,361,0,304
Seychelles,09-13-2020,139,0,136
Western Sahara,09-13-2020,10,1,8
