Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-03-2020,633015,14563,554887
Egypt,09-03-2020,99425,5479,75415
Morocco,09-03-2020,66855,1253,51223
Ethiopia,09-03-2020,55213,856,20283
Nigeria,09-03-2020,54588,1048,42627
Algeria,09-03-2020,45469,1529,32006
Ghana,09-03-2020,44713,280,43577
Kenya,09-03-2020,34705,585,20644
Cameroon,09-03-2020,19604,415,18448
Cote d'Ivoire,09-03-2020,18208,119,17045
Libya,09-03-2020,15773,254,1856
Madagascar,09-03-2020,15106,197,14031
Senegal,09-03-2020,13826,287,9553
Sudan,09-03-2020,13189,823,6612
Zambia,09-03-2020,12523,292,11562
Congo (Kinshasa),09-03-2020,10125,259,9367
Guinea,09-03-2020,9579,61,8726
Gabon,09-03-2020,8538,53,7335
Namibia,09-03-2020,8082,86,3483
Mauritania,09-03-2020,7106,160,6588
Zimbabwe,09-03-2020,6678,206,5263
Malawi,09-03-2020,5593,175,3516
Djibouti,09-03-2020,5387,60,5327
Equatorial Guinea,09-03-2020,4965,83,4390
Central African Republic,09-03-2020,4729,62,1807
Eswatini,09-03-2020,4720,94,3789
Congo (Brazzaville),09-03-2020,4628,102,1742
Tunisia,09-03-2020,4394,84,1681
Rwanda,09-03-2020,4255,18,2163
Mozambique,09-03-2020,4207,26,2370
Cabo Verde,09-03-2020,4125,41,3502
Somalia,09-03-2020,3310,98,2481
Uganda,09-03-2020,3288,33,1532
Gambia,09-03-2020,3101,99,1075
Mali,09-03-2020,2807,126,2203
Angola,09-03-2020,2805,113,1144
South Sudan,09-03-2020,2533,47,1290
Guinea-Bissau,09-03-2020,2205,34,1127
Benin,09-03-2020,2194,40,1738
Sierra Leone,09-03-2020,2035,71,1600
Botswana,09-03-2020,1724,6,493
Togo,09-03-2020,1443,31,1071
Burkina Faso,09-03-2020,1375,55,1075
Liberia,09-03-2020,1306,82,1163
Niger,09-03-2020,1177,69,1091
Lesotho,09-03-2020,1085,31,528
Chad,09-03-2020,1018,77,908
Sao Tome and Principe,09-03-2020,897,15,857
Tanzania,09-03-2020,509,21,183
Burundi,09-03-2020,448,1,357
Comoros,09-03-2020,448,7,410
Mauritius,09-03-2020,356,10,335
Eritrea,09-03-2020,330,0,295
Seychelles,09-03-2020,136,0,127
Western Sahara,09-03-2020,10,1,8
