Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-09-2020,688352,17547,620081
Morocco,10-09-2020,146398,2530,123022
Egypt,10-09-2020,104262,6029,97592
Ethiopia,10-09-2020,82662,1271,37102
Nigeria,10-09-2020,59992,1113,51614
Algeria,10-09-2020,52804,1789,37067
Ghana,10-09-2020,46987,306,46378
Libya,10-09-2020,41368,621,23453
Kenya,10-09-2020,40620,755,31876
Tunisia,10-09-2020,26899,409,5032
Cameroon,10-09-2020,21203,423,20117
Cote d'Ivoire,10-09-2020,20036,120,19696
Madagascar,10-09-2020,16676,237,15975
Zambia,10-09-2020,15339,336,14439
Senegal,10-09-2020,15213,313,13136
Sudan,10-09-2020,13670,836,6764
Namibia,10-09-2020,11829,127,9778
Guinea,10-09-2020,10954,68,10265
Congo (Kinshasa),10-09-2020,10835,276,10242
Mozambique,10-09-2020,9742,69,7171
Uganda,10-09-2020,9538,86,5857
Gabon,10-09-2020,8835,54,8189
Zimbabwe,10-09-2020,7994,229,6474
Mauritania,10-09-2020,7548,163,7245
Cabo Verde,10-09-2020,6809,73,5932
Angola,10-09-2020,6031,212,2685
Malawi,10-09-2020,5813,180,4631
Eswatini,10-09-2020,5644,113,5254
Djibouti,10-09-2020,5423,61,5355
Congo (Brazzaville),10-09-2020,5118,90,3887
Equatorial Guinea,10-09-2020,5063,83,4894
Rwanda,10-09-2020,4890,30,3555
Central African Republic,10-09-2020,4853,62,1914
Somalia,10-09-2020,3745,99,3010
Gambia,10-09-2020,3621,117,2489
Mali,10-09-2020,3248,131,2514
Botswana,10-09-2020,3219,18,834
South Sudan,10-09-2020,2761,54,1290
Benin,10-09-2020,2411,41,1973
Guinea-Bissau,10-09-2020,2385,40,1728
Sierra Leone,10-09-2020,2295,72,1723
Burkina Faso,10-09-2020,2254,60,1516
Togo,10-09-2020,1921,49,1433
Lesotho,10-09-2020,1800,42,926
Liberia,10-09-2020,1360,82,1245
Chad,10-09-2020,1274,90,1102
Niger,10-09-2020,1201,69,1123
Sao Tome and Principe,10-09-2020,922,15,890
Burundi,10-09-2020,515,1,472
Tanzania,10-09-2020,509,21,183
Comoros,10-09-2020,495,7,475
Eritrea,10-09-2020,405,0,364
Mauritius,10-09-2020,395,10,358
Seychelles,10-09-2020,148,0,144
Western Sahara,10-09-2020,10,1,8
