Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-20-2020,762763,20759,707040
Morocco,11-20-2020,316260,5182,262212
Egypt,11-20-2020,112318,6521,101685
Ethiopia,11-20-2020,104879,1620,65325
Tunisia,11-20-2020,86265,2684,60486
Libya,11-20-2020,76808,1068,47587
Kenya,11-20-2020,75193,1349,50984
Algeria,11-20-2020,72755,2236,47581
Nigeria,11-20-2020,65982,1165,61782
Ghana,11-20-2020,50631,323,49103
Cameroon,11-20-2020,23528,435,22177
Cote d'Ivoire,11-20-2020,21099,129,20748
Uganda,11-20-2020,17431,168,8547
Zambia,11-20-2020,17373,356,16606
Madagascar,11-20-2020,17310,250,16592
Senegal,11-20-2020,15848,330,15452
Sudan,11-20-2020,15530,1185,9682
Mozambique,11-20-2020,14877,121,13053
Angola,11-20-2020,14267,334,7117
Namibia,11-20-2020,13712,143,13191
Guinea,11-20-2020,12743,75,11789
Congo (Kinshasa),11-20-2020,12129,324,11242
Cabo Verde,11-20-2020,10152,104,9626
Botswana,11-20-2020,9594,31,7296
Gabon,11-20-2020,9131,59,8976
Zimbabwe,11-20-2020,9120,265,8229
Mauritania,11-20-2020,8075,169,7560
Eswatini,11-20-2020,6185,119,5839
Malawi,11-20-2020,6003,185,5439
Djibouti,11-20-2020,5660,61,5551
Congo (Brazzaville),11-20-2020,5632,93,3887
Rwanda,11-20-2020,5586,46,5159
Equatorial Guinea,11-20-2020,5121,85,4975
Central African Republic,11-20-2020,4911,63,1924
Somalia,11-20-2020,4382,108,3384
Mali,11-20-2020,4169,143,3003
Gambia,11-20-2020,3706,122,3578
South Sudan,11-20-2020,3016,59,1290
Benin,11-20-2020,2916,43,2579
Togo,11-20-2020,2796,64,2148
Burkina Faso,11-20-2020,2686,68,2476
Guinea-Bissau,11-20-2020,2421,43,2286
Sierra Leone,11-20-2020,2399,74,1827
Lesotho,11-20-2020,2066,44,1276
Chad,11-20-2020,1626,101,1465
Liberia,11-20-2020,1551,82,1331
Niger,11-20-2020,1340,70,1156
Sao Tome and Principe,11-20-2020,974,17,920
Burundi,11-20-2020,649,1,575
Comoros,11-20-2020,592,7,563
Eritrea,11-20-2020,527,0,456
Tanzania,11-20-2020,509,21,183
Mauritius,11-20-2020,494,10,433
Seychelles,11-20-2020,163,0,159
Western Sahara,11-20-2020,10,1,8
