Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-31-2020,725452,19276,654182
Morocco,10-31-2020,219084,3695,181275
Egypt,10-31-2020,107555,6266,99452
Ethiopia,10-31-2020,96169,1469,52517
Nigeria,10-31-2020,62853,1144,58675
Libya,10-31-2020,61095,857,35030
Tunisia,10-31-2020,59813,1317,5032
Algeria,10-31-2020,57942,1964,40201
Kenya,10-31-2020,55192,981,35876
Ghana,10-31-2020,48055,320,47169
Cameroon,10-31-2020,21793,426,20117
Cote d'Ivoire,10-31-2020,20716,126,20365
Madagascar,10-31-2020,17111,244,16409
Zambia,10-31-2020,16432,349,15680
Senegal,10-31-2020,15616,324,14853
Sudan,10-31-2020,13804,837,6764
Namibia,10-31-2020,12935,133,11036
Mozambique,10-31-2020,12869,92,10437
Uganda,10-31-2020,12495,111,7503
Guinea,10-31-2020,12072,72,10550
Congo (Kinshasa),10-31-2020,11306,307,10585
Angola,10-31-2020,10805,284,4523
Gabon,10-31-2020,8968,55,8698
Cabo Verde,10-31-2020,8793,95,7981
Zimbabwe,10-31-2020,8367,243,7894
Mauritania,10-31-2020,7703,163,7433
Botswana,10-31-2020,6642,24,4676
Malawi,10-31-2020,5930,184,5323
Eswatini,10-31-2020,5917,117,5646
Djibouti,10-31-2020,5561,61,5441
Congo (Brazzaville),10-31-2020,5290,92,3887
Rwanda,10-31-2020,5137,35,4879
Equatorial Guinea,10-31-2020,5088,83,4965
Central African Republic,10-31-2020,4866,62,1924
Somalia,10-31-2020,3941,104,3185
Gambia,10-31-2020,3672,119,3196
Mali,10-31-2020,3554,136,2753
South Sudan,10-31-2020,2905,58,1290
Benin,10-31-2020,2643,41,2418
Burkina Faso,10-31-2020,2500,67,2250
Guinea-Bissau,10-31-2020,2413,41,1818
Sierra Leone,10-31-2020,2366,74,1800
Togo,10-31-2020,2331,57,1660
Lesotho,10-31-2020,1953,44,975
Chad,10-31-2020,1483,98,1314
Liberia,10-31-2020,1426,82,1279
Niger,10-31-2020,1220,69,1137
Sao Tome and Principe,10-31-2020,945,16,904
Burundi,10-31-2020,585,1,511
Comoros,10-31-2020,545,7,498
Tanzania,10-31-2020,509,21,183
Eritrea,10-31-2020,463,0,412
Mauritius,10-31-2020,441,10,398
Seychelles,10-31-2020,153,0,149
Western Sahara,10-31-2020,10,1,8
