Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-28-2020,671669,16586,604478
Morocco,09-28-2020,119107,2113,97468
Egypt,09-28-2020,102955,5901,95586
Ethiopia,09-28-2020,73944,1177,30753
Nigeria,09-28-2020,58460,1111,49895
Algeria,09-28-2020,51213,1719,35962
Ghana,09-28-2020,46444,299,45646
Kenya,09-28-2020,38168,700,24681
Libya,09-28-2020,33213,527,18518
Cameroon,09-28-2020,20838,418,19440
Cote d'Ivoire,09-28-2020,19641,120,19202
Madagascar,09-28-2020,16348,229,14947
Tunisia,09-28-2020,16114,214,5032
Senegal,09-28-2020,14919,309,12231
Zambia,09-28-2020,14660,332,13821
Sudan,09-28-2020,13606,836,6764
Namibia,09-28-2020,11121,121,8787
Congo (Kinshasa),09-28-2020,10624,271,10093
Guinea,09-28-2020,10598,66,9940
Gabon,09-28-2020,8728,54,7934
Mozambique,09-28-2020,8288,59,4836
Zimbabwe,09-28-2020,7816,228,6112
Uganda,09-28-2020,7777,75,4033
Mauritania,09-28-2020,7474,161,7091
Cabo Verde,09-28-2020,5817,59,5134
Malawi,09-28-2020,5770,179,4243
Eswatini,09-28-2020,5452,108,4844
Djibouti,09-28-2020,5410,61,5340
Equatorial Guinea,09-28-2020,5028,83,4740
Congo (Brazzaville),09-28-2020,5008,89,3887
Rwanda,09-28-2020,4832,29,3117
Central African Republic,09-28-2020,4806,62,1840
Angola,09-28-2020,4797,176,1813
Somalia,09-28-2020,3588,99,2946
Gambia,09-28-2020,3569,111,2161
Botswana,09-28-2020,3172,16,710
Mali,09-28-2020,3090,130,2439
South Sudan,09-28-2020,2692,49,1290
Benin,09-28-2020,2340,40,1960
Guinea-Bissau,09-28-2020,2324,39,1549
Sierra Leone,09-28-2020,2215,72,1681
Burkina Faso,09-28-2020,2028,57,1279
Togo,09-28-2020,1749,47,1336
Lesotho,09-28-2020,1565,35,822
Liberia,09-28-2020,1342,82,1221
Niger,09-28-2020,1196,69,1110
Chad,09-28-2020,1185,85,1006
Sao Tome and Principe,09-28-2020,911,15,885
Tanzania,09-28-2020,509,21,183
Burundi,09-28-2020,502,1,472
Comoros,09-28-2020,478,7,458
Eritrea,09-28-2020,375,0,341
Mauritius,09-28-2020,367,10,343
Seychelles,09-28-2020,143,0,140
Western Sahara,09-28-2020,10,1,8
