Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-25-2020,668529,16312,599149
Morocco,09-25-2020,112522,1998,91932
Egypt,09-25-2020,102625,5853,93531
Ethiopia,09-25-2020,72173,1155,29863
Nigeria,09-25-2020,58062,1103,49606
Algeria,09-25-2020,50754,1707,35654
Ghana,09-25-2020,46222,299,45417
Kenya,09-25-2020,37707,682,24504
Libya,09-25-2020,31290,491,17508
Cameroon,09-25-2020,20712,418,19440
Cote d'Ivoire,09-25-2020,19556,120,19065
Madagascar,09-25-2020,16221,228,14867
Senegal,09-25-2020,14839,304,11910
Zambia,09-25-2020,14515,332,13643
Tunisia,09-25-2020,14392,191,5032
Sudan,09-25-2020,13592,836,6764
Namibia,09-25-2020,10835,119,8569
Congo (Kinshasa),09-25-2020,10578,271,10070
Guinea,09-25-2020,10478,65,9816
Gabon,09-25-2020,8728,54,7934
Zimbabwe,09-25-2020,7787,227,6057
Mozambique,09-25-2020,7589,53,4649
Mauritania,09-25-2020,7457,161,7070
Uganda,09-25-2020,7218,71,3611
Malawi,09-25-2020,5764,179,4178
Cabo Verde,09-25-2020,5628,55,4982
Djibouti,09-25-2020,5409,61,5340
Eswatini,09-25-2020,5399,108,4767
Equatorial Guinea,09-25-2020,5018,83,4530
Congo (Brazzaville),09-25-2020,5005,89,3887
Central African Republic,09-25-2020,4806,62,1840
Rwanda,09-25-2020,4798,29,3080
Angola,09-25-2020,4590,167,1554
Gambia,09-25-2020,3555,110,2034
Somalia,09-25-2020,3465,98,2877
Mali,09-25-2020,3064,130,2402
Botswana,09-25-2020,2921,16,701
South Sudan,09-25-2020,2676,49,1290
Benin,09-25-2020,2325,40,1960
Guinea-Bissau,09-25-2020,2324,39,1549
Sierra Leone,09-25-2020,2199,72,1678
Burkina Faso,09-25-2020,1962,56,1263
Togo,09-25-2020,1722,44,1312
Lesotho,09-25-2020,1558,35,797
Liberia,09-25-2020,1338,82,1221
Niger,09-25-2020,1194,69,1107
Chad,09-25-2020,1175,83,1004
Sao Tome and Principe,09-25-2020,911,15,881
Tanzania,09-25-2020,509,21,183
Burundi,09-25-2020,483,1,462
Comoros,09-25-2020,474,7,453
Eritrea,09-25-2020,369,0,330
Mauritius,09-25-2020,367,10,343
Seychelles,09-25-2020,143,0,140
Western Sahara,09-25-2020,10,1,8
