Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-16-2020,653444,15705,584195
Egypt,09-16-2020,101500,5696,86549
Morocco,09-16-2020,92016,1686,72968
Ethiopia,09-16-2020,66224,1045,26665
Nigeria,09-16-2020,56604,1091,47872
Algeria,09-16-2020,48966,1645,34517
Ghana,09-16-2020,45655,294,44797
Kenya,09-16-2020,36301,634,23364
Libya,09-16-2020,24936,394,13498
Cameroon,09-16-2020,20303,415,18837
Cote d'Ivoire,09-16-2020,19132,120,18289
Madagascar,09-16-2020,15871,215,14482
Senegal,09-16-2020,14568,299,10756
Zambia,09-16-2020,13887,326,12869
Sudan,09-16-2020,13535,836,6759
Congo (Kinshasa),09-16-2020,10414,267,9827
Guinea,09-16-2020,10154,63,9612
Namibia,09-16-2020,9964,108,7502
Gabon,09-16-2020,8678,53,7827
Tunisia,09-16-2020,8100,129,2309
Zimbabwe,09-16-2020,7598,224,5823
Mauritania,09-16-2020,7332,161,6844
Mozambique,09-16-2020,5994,39,3267
Malawi,09-16-2020,5704,178,3764
Djibouti,09-16-2020,5399,61,5333
Uganda,09-16-2020,5266,60,2404
Eswatini,09-16-2020,5155,101,4418
Equatorial Guinea,09-16-2020,5000,83,4496
Cabo Verde,09-16-2020,4978,47,4430
Congo (Brazzaville),09-16-2020,4934,88,3887
Central African Republic,09-16-2020,4782,62,1830
Rwanda,09-16-2020,4634,22,2789
Angola,09-16-2020,3675,143,1401
Gambia,09-16-2020,3440,107,1851
Somalia,09-16-2020,3390,98,2812
Mali,09-16-2020,2966,128,2311
South Sudan,09-16-2020,2594,49,1290
Botswana,09-16-2020,2463,11,575
Benin,09-16-2020,2280,40,1942
Guinea-Bissau,09-16-2020,2275,39,1127
Sierra Leone,09-16-2020,2133,72,1646
Burkina Faso,09-16-2020,1748,56,1162
Togo,09-16-2020,1608,40,1230
Liberia,09-16-2020,1332,82,1214
Lesotho,09-16-2020,1327,33,687
Niger,09-16-2020,1182,69,1104
Chad,09-16-2020,1090,81,960
Sao Tome and Principe,09-16-2020,907,15,871
Tanzania,09-16-2020,509,21,183
Burundi,09-16-2020,472,1,374
Comoros,09-16-2020,467,7,446
Mauritius,09-16-2020,365,10,338
Eritrea,09-16-2020,364,0,305
Seychelles,09-16-2020,140,0,136
Western Sahara,09-16-2020,10,1,8
