Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-06-2020,734175,19749,675593
Morocco,11-06-2020,246349,4127,200954
Egypt,11-06-2020,108754,6343,100106
Ethiopia,11-06-2020,98746,1512,58103
Libya,11-06-2020,66444,915,38624
Tunisia,11-06-2020,66334,1577,36727
Nigeria,11-06-2020,63731,1155,59844
Algeria,11-06-2020,60800,2024,41510
Kenya,11-06-2020,60704,1093,40131
Ghana,11-06-2020,48788,320,47521
Cameroon,11-06-2020,22103,429,21151
Cote d'Ivoire,11-06-2020,20801,126,20477
Madagascar,11-06-2020,17111,244,16409
Zambia,11-06-2020,16819,349,15862
Senegal,11-06-2020,15676,326,15294
Sudan,11-06-2020,13943,837,6764
Uganda,11-06-2020,13852,131,7727
Mozambique,11-06-2020,13485,99,11275
Namibia,11-06-2020,13143,133,11578
Guinea,11-06-2020,12363,73,10751
Angola,11-06-2020,12223,300,5626
Congo (Kinshasa),11-06-2020,11517,315,10838
Cabo Verde,11-06-2020,9224,100,8363
Gabon,11-06-2020,9022,55,8878
Zimbabwe,11-06-2020,8471,250,7983
Botswana,11-06-2020,7835,27,5534
Mauritania,11-06-2020,7804,165,7469
Eswatini,11-06-2020,5976,117,5704
Malawi,11-06-2020,5942,184,5346
Djibouti,11-06-2020,5604,61,5481
Congo (Brazzaville),11-06-2020,5379,92,3887
Rwanda,11-06-2020,5208,36,4953
Equatorial Guinea,11-06-2020,5092,85,4968
Central African Republic,11-06-2020,4866,62,1924
Somalia,11-06-2020,4229,107,3247
Gambia,11-06-2020,3684,121,3527
Mali,11-06-2020,3657,137,2817
South Sudan,11-06-2020,2943,59,1290
Benin,11-06-2020,2745,43,2466
Burkina Faso,11-06-2020,2562,67,2366
Togo,11-06-2020,2460,57,1720
Guinea-Bissau,11-06-2020,2414,42,1862
Sierra Leone,11-06-2020,2373,74,1807
Lesotho,11-06-2020,1967,44,1024
Chad,11-06-2020,1538,99,1362
Liberia,11-06-2020,1442,82,1310
Niger,11-06-2020,1230,69,1143
Sao Tome and Principe,11-06-2020,960,16,910
Burundi,11-06-2020,606,1,511
Comoros,11-06-2020,557,7,525
Tanzania,11-06-2020,509,21,183
Eritrea,11-06-2020,484,0,429
Mauritius,11-06-2020,453,10,416
Seychelles,11-06-2020,158,0,155
Western Sahara,11-06-2020,10,1,8
