Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-16-2020,700203,18370,629260
Morocco,10-16-2020,167148,2818,138989
Egypt,10-16-2020,105159,6099,98089
Ethiopia,10-16-2020,87834,1337,41628
Nigeria,10-16-2020,61194,1119,52304
Algeria,10-16-2020,53998,1841,37856
Libya,10-16-2020,47845,699,26062
Ghana,10-16-2020,47173,310,46527
Kenya,10-16-2020,43580,813,31648
Tunisia,10-16-2020,34790,512,5032
Cameroon,10-16-2020,21441,423,20117
Cote d'Ivoire,10-16-2020,20275,121,19953
Madagascar,10-16-2020,16754,237,16124
Zambia,10-16-2020,15659,346,14899
Senegal,10-16-2020,15368,317,13704
Sudan,10-16-2020,13691,836,6764
Namibia,10-16-2020,12215,131,10360
Guinea,10-16-2020,11362,70,10420
Congo (Kinshasa),10-16-2020,10999,301,10342
Mozambique,10-16-2020,10612,73,8262
Uganda,10-16-2020,10334,96,6901
Gabon,10-16-2020,8881,54,8430
Zimbabwe,10-16-2020,8099,231,7673
Mauritania,10-16-2020,7603,163,7339
Cabo Verde,10-16-2020,7526,82,6425
Angola,10-16-2020,7222,234,3012
Malawi,10-16-2020,5842,181,4735
Eswatini,10-16-2020,5746,115,5392
Djibouti,10-16-2020,5449,61,5372
Botswana,10-16-2020,5242,20,905
Congo (Brazzaville),10-16-2020,5156,92,3887
Equatorial Guinea,10-16-2020,5068,83,4954
Rwanda,10-16-2020,4965,34,4664
Central African Republic,10-16-2020,4855,62,1924
Somalia,10-16-2020,3864,99,3089
Gambia,10-16-2020,3649,118,2649
Mali,10-16-2020,3378,132,2563
South Sudan,10-16-2020,2817,55,1290
Benin,10-16-2020,2496,41,2330
Guinea-Bissau,10-16-2020,2389,41,1782
Burkina Faso,10-16-2020,2343,65,1718
Sierra Leone,10-16-2020,2325,73,1750
Togo,10-16-2020,2027,51,1500
Lesotho,10-16-2020,1833,42,961
Liberia,10-16-2020,1377,82,1264
Chad,10-16-2020,1361,93,1138
Niger,10-16-2020,1209,69,1126
Sao Tome and Principe,10-16-2020,932,15,896
Burundi,10-16-2020,531,1,497
Tanzania,10-16-2020,509,21,183
Comoros,10-16-2020,502,7,485
Eritrea,10-16-2020,422,0,376
Mauritius,10-16-2020,417,10,364
Seychelles,10-16-2020,149,0,148
Western Sahara,10-16-2020,10,1,8
