Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-24-2020,611450,13159,516494
Egypt,08-24-2020,97478,5280,66817
Morocco,08-24-2020,53252,920,37478
Nigeria,08-24-2020,52548,1004,39257
Ghana,08-24-2020,43622,263,41695
Ethiopia,08-24-2020,42143,692,15262
Algeria,08-24-2020,41858,1446,29369
Kenya,08-24-2020,32557,554,18895
Cameroon,08-24-2020,18762,408,16540
Cote d'Ivoire,08-24-2020,17506,114,15633
Madagascar,08-24-2020,14402,178,13436
Senegal,08-24-2020,13013,272,8595
Sudan,08-24-2020,12903,818,6538
Zambia,08-24-2020,11148,280,10208
Libya,08-24-2020,11009,199,1096
Congo (Kinshasa),08-24-2020,9842,251,8953
Guinea,08-24-2020,9076,55,7928
Gabon,08-24-2020,8409,53,6959
Mauritania,08-24-2020,6928,158,6282
Zimbabwe,08-24-2020,6070,155,4950
Namibia,08-24-2020,6030,56,2563
Malawi,08-24-2020,5419,169,3059
Djibouti,08-24-2020,5383,60,5273
Equatorial Guinea,08-24-2020,4926,83,3795
Central African Republic,08-24-2020,4679,61,1755
Eswatini,08-24-2020,4304,85,2936
Congo (Brazzaville),08-24-2020,3979,78,1742
Cabo Verde,08-24-2020,3532,37,2599
Mozambique,08-24-2020,3440,21,1661
Rwanda,08-24-2020,3306,14,1785
Somalia,08-24-2020,3269,93,2443
Tunisia,08-24-2020,2893,71,1454
Mali,08-24-2020,2708,125,2025
Gambia,08-24-2020,2585,87,490
South Sudan,08-24-2020,2504,47,1290
Uganda,08-24-2020,2362,22,1248
Angola,08-24-2020,2222,100,877
Guinea-Bissau,08-24-2020,2149,33,1015
Benin,08-24-2020,2115,39,1705
Sierra Leone,08-24-2020,1997,69,1557
Botswana,08-24-2020,1562,3,199
Burkina Faso,08-24-2020,1338,55,1050
Togo,08-24-2020,1295,27,914
Liberia,08-24-2020,1290,82,819
Niger,08-24-2020,1172,69,1084
Lesotho,08-24-2020,1015,30,472
Chad,08-24-2020,987,76,870
Sao Tome and Principe,08-24-2020,892,15,832
Tanzania,08-24-2020,509,21,183
Burundi,08-24-2020,430,1,345
Comoros,08-24-2020,417,7,396
Mauritius,08-24-2020,347,10,335
Eritrea,08-24-2020,306,0,274
Seychelles,08-24-2020,132,0,126
Western Sahara,08-24-2020,10,1,8
