Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-16-2020,587345,11839,472377
Egypt,08-16-2020,96475,5160,59743
Nigeria,08-16-2020,49068,975,36497
Ghana,08-16-2020,42532,231,40362
Morocco,08-16-2020,42489,658,29344
Algeria,08-16-2020,38583,1370,27017
Kenya,08-16-2020,30120,474,16656
Ethiopia,08-16-2020,29876,528,12359
Cameroon,08-16-2020,18469,401,16540
Cote d'Ivoire,08-16-2020,17026,110,13947
Madagascar,08-16-2020,13827,170,12424
Sudan,08-16-2020,12314,798,6350
Senegal,08-16-2020,12162,253,7677
Congo (Kinshasa),08-16-2020,9676,240,8705
Zambia,08-16-2020,9343,260,8412
Guinea,08-16-2020,8482,51,7364
Gabon,08-16-2020,8225,51,6277
Libya,08-16-2020,8172,153,933
Mauritania,08-16-2020,6701,157,5985
Djibouti,08-16-2020,5369,59,5202
Zimbabwe,08-16-2020,5261,132,2092
Malawi,08-16-2020,5072,161,2626
Equatorial Guinea,08-16-2020,4821,83,2182
Central African Republic,08-16-2020,4652,61,1728
Namibia,08-16-2020,4154,35,2370
Eswatini,08-16-2020,3839,70,2268
Congo (Brazzaville),08-16-2020,3831,76,1625
Somalia,08-16-2020,3256,93,2374
Cabo Verde,08-16-2020,3179,35,2317
Mozambique,08-16-2020,2855,19,1163
Mali,08-16-2020,2640,125,1987
South Sudan,08-16-2020,2489,47,1175
Rwanda,08-16-2020,2453,8,1648
Guinea-Bissau,08-16-2020,2117,33,1015
Tunisia,08-16-2020,2107,54,1358
Benin,08-16-2020,2063,39,1690
Sierra Leone,08-16-2020,1956,69,1506
Angola,08-16-2020,1906,88,628
Gambia,08-16-2020,1872,63,401
Uganda,08-16-2020,1500,13,1142
Burkina Faso,08-16-2020,1267,55,1013
Liberia,08-16-2020,1257,82,788
Botswana,08-16-2020,1214,3,120
Niger,08-16-2020,1167,69,1078
Togo,08-16-2020,1147,27,843
Chad,08-16-2020,956,76,865
Lesotho,08-16-2020,903,25,271
Sao Tome and Principe,08-16-2020,885,15,818
Tanzania,08-16-2020,509,21,183
Burundi,08-16-2020,413,1,315
Comoros,08-16-2020,405,7,379
Mauritius,08-16-2020,346,10,334
Eritrea,08-16-2020,285,0,248
Seychelles,08-16-2020,127,0,126
Western Sahara,08-16-2020,10,1,8
