Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-24-2020,772252,21083,716444
Morocco,11-24-2020,331527,5469,279276
Egypt,11-24-2020,113742,6573,102103
Ethiopia,11-24-2020,106591,1661,66018
Tunisia,11-24-2020,90213,2935,65303
Libya,11-24-2020,79180,1110,50304
Kenya,11-24-2020,78512,1409,52709
Algeria,11-24-2020,77000,2309,50070
Nigeria,11-24-2020,66607,1169,62311
Ghana,11-24-2020,51184,323,50029
Cameroon,11-24-2020,23869,436,22177
Cote d'Ivoire,11-24-2020,21156,131,20833
Uganda,11-24-2020,18406,186,8764
Zambia,11-24-2020,17466,357,16707
Madagascar,11-24-2020,17341,251,16657
Sudan,11-24-2020,16431,1202,9854
Senegal,11-24-2020,15908,331,15527
Mozambique,11-24-2020,15231,127,13408
Angola,11-24-2020,14742,338,7444
Namibia,11-24-2020,13938,145,13272
Guinea,11-24-2020,12863,75,11877
Congo (Kinshasa),11-24-2020,12310,331,11433
Cabo Verde,11-24-2020,10400,104,9833
Botswana,11-24-2020,9992,31,7692
Zimbabwe,11-24-2020,9398,274,8297
Gabon,11-24-2020,9150,59,8999
Mauritania,11-24-2020,8193,169,7636
Eswatini,11-24-2020,6247,120,5878
Malawi,11-24-2020,6017,185,5445
Rwanda,11-24-2020,5750,47,5241
Djibouti,11-24-2020,5669,61,5569
Congo (Brazzaville),11-24-2020,5632,93,4988
Equatorial Guinea,11-24-2020,5137,85,5005
Central African Republic,11-24-2020,4911,63,1924
Somalia,11-24-2020,4445,113,3412
Mali,11-24-2020,4417,148,3054
Gambia,11-24-2020,3726,123,3585
South Sudan,11-24-2020,3047,60,1290
Benin,11-24-2020,2916,43,2579
Togo,11-24-2020,2872,64,2295
Burkina Faso,11-24-2020,2757,68,2557
Guinea-Bissau,11-24-2020,2422,43,2309
Sierra Leone,11-24-2020,2406,74,1829
Lesotho,11-24-2020,2092,44,1277
Chad,11-24-2020,1649,101,1493
Liberia,11-24-2020,1551,82,1331
Niger,11-24-2020,1406,70,1169
Sao Tome and Principe,11-24-2020,981,17,926
Burundi,11-24-2020,673,1,575
Comoros,11-24-2020,607,7,579
Eritrea,11-24-2020,558,0,473
Tanzania,11-24-2020,509,21,183
Mauritius,11-24-2020,494,10,433
Seychelles,11-24-2020,166,0,159
Western Sahara,11-24-2020,10,1,8
