Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-23-2020,954258,25657,811372
Morocco,12-23-2020,423214,7086,385895
Egypt,12-23-2020,127972,7209,107961
Tunisia,12-23-2020,125000,4275,97026
Ethiopia,12-23-2020,120989,1870,105824
Algeria,12-23-2020,96549,2696,64401
Libya,12-23-2020,96346,1393,66756
Kenya,12-23-2020,95195,1648,76508
Nigeria,12-23-2020,80922,1236,69274
Ghana,12-23-2020,54043,333,52777
Uganda,12-23-2020,32399,245,10731
Cameroon,12-23-2020,25849,448,23851
Sudan,12-23-2020,23316,1468,13524
Cote d'Ivoire,12-23-2020,21984,133,21573
Namibia,12-23-2020,19984,183,16892
Zambia,12-23-2020,19122,380,17969
Senegal,12-23-2020,18043,378,16657
Mozambique,12-23-2020,17767,150,15856
Madagascar,12-23-2020,17633,260,17147
Angola,12-23-2020,16931,393,9729
Congo (Kinshasa),12-23-2020,16039,566,13736
Botswana,12-23-2020,13622,38,11147
Guinea,12-23-2020,13598,80,13015
Mauritania,12-23-2020,12944,297,9264
Zimbabwe,12-23-2020,12656,330,10259
Cabo Verde,12-23-2020,11668,112,11311
Gabon,12-23-2020,9469,64,9310
Eswatini,12-23-2020,7868,153,6879
Rwanda,12-23-2020,7598,66,6163
Congo (Brazzaville),12-23-2020,6571,100,4988
Mali,12-23-2020,6347,229,3927
Malawi,12-23-2020,6261,187,5675
Djibouti,12-23-2020,5789,61,5681
Burkina Faso,12-23-2020,5649,77,4018
Equatorial Guinea,12-23-2020,5236,85,5078
Central African Republic,12-23-2020,4948,63,1924
Somalia,12-23-2020,4690,127,3605
Gambia,12-23-2020,3791,123,3659
Togo,12-23-2020,3494,68,3131
South Sudan,12-23-2020,3455,62,3118
Benin,12-23-2020,3205,44,3061
Niger,12-23-2020,2876,89,1578
Lesotho,12-23-2020,2725,51,1466
Sierra Leone,12-23-2020,2524,76,1866
Guinea-Bissau,12-23-2020,2447,45,2386
Chad,12-23-2020,1938,102,1638
Liberia,12-23-2020,1779,83,1406
Sao Tome and Principe,12-23-2020,1012,17,960
Eritrea,12-23-2020,877,1,599
Burundi,12-23-2020,773,2,687
Comoros,12-23-2020,693,7,615
Mauritius,12-23-2020,527,10,496
Tanzania,12-23-2020,509,21,183
Seychelles,12-23-2020,205,0,184
