Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-15-2020,751024,20241,693467
Morocco,11-15-2020,293177,4779,238598
Egypt,11-15-2020,110767,6453,101046
Ethiopia,11-15-2020,102720,1569,63866
Tunisia,11-15-2020,80404,2345,54362
Libya,11-15-2020,73602,1017,44133
Kenya,11-15-2020,70245,1269,45766
Algeria,11-15-2020,67679,2154,44633
Nigeria,11-15-2020,65148,1163,61073
Ghana,11-15-2020,50123,322,48328
Cameroon,11-15-2020,22692,433,21510
Cote d'Ivoire,11-15-2020,20976,128,20647
Madagascar,11-15-2020,17310,250,16592
Zambia,11-15-2020,17123,353,16137
Uganda,11-15-2020,16020,145,8038
Senegal,11-15-2020,15793,328,15416
Sudan,11-15-2020,14626,1116,9571
Mozambique,11-15-2020,14448,113,12505
Namibia,11-15-2020,13508,138,12680
Angola,11-15-2020,13451,322,6444
Guinea,11-15-2020,12611,75,11151
Congo (Kinshasa),11-15-2020,11760,319,11086
Cabo Verde,11-15-2020,9822,103,9220
Gabon,11-15-2020,9062,58,8939
Zimbabwe,11-15-2020,8829,257,8096
Botswana,11-15-2020,8225,27,5559
Mauritania,11-15-2020,7952,165,7524
Eswatini,11-15-2020,6095,119,5779
Malawi,11-15-2020,5965,185,5399
Djibouti,11-15-2020,5649,61,5525
Congo (Brazzaville),11-15-2020,5515,92,3887
Rwanda,11-15-2020,5455,45,4995
Equatorial Guinea,11-15-2020,5104,85,4973
Central African Republic,11-15-2020,4900,63,1924
Somalia,11-15-2020,4301,107,3330
Mali,11-15-2020,3900,141,2949
Gambia,11-15-2020,3702,122,3571
South Sudan,11-15-2020,3003,59,1290
Benin,11-15-2020,2844,43,2515
Togo,11-15-2020,2675,61,1920
Burkina Faso,11-15-2020,2641,68,2445
Guinea-Bissau,11-15-2020,2419,43,2255
Sierra Leone,11-15-2020,2391,74,1820
Lesotho,11-15-2020,2041,44,1056
Chad,11-15-2020,1597,101,1443
Liberia,11-15-2020,1507,82,1314
Niger,11-15-2020,1307,70,1148
Sao Tome and Principe,11-15-2020,965,16,917
Burundi,11-15-2020,628,1,549
Comoros,11-15-2020,579,7,549
Tanzania,11-15-2020,509,21,183
Eritrea,11-15-2020,493,0,444
Mauritius,11-15-2020,478,10,431
Seychelles,11-15-2020,160,0,157
Western Sahara,11-15-2020,10,1,8
