Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-03-2020,800872,21803,739367
Morocco,12-03-2020,368624,6063,318987
Egypt,12-03-2020,117156,6713,103082
Ethiopia,12-03-2020,111579,1724,77385
Tunisia,12-03-2020,99280,3359,73607
Kenya,12-03-2020,86383,1500,56464
Algeria,12-03-2020,85927,2480,55538
Libya,12-03-2020,84849,1212,55304
Nigeria,12-03-2020,68303,1179,64291
Ghana,12-03-2020,51667,323,50547
Cameroon,12-03-2020,24487,441,22177
Uganda,12-03-2020,21612,206,9110
Cote d'Ivoire,12-03-2020,21389,132,21022
Sudan,12-03-2020,18535,1271,10672
Zambia,12-03-2020,17730,357,17102
Madagascar,12-03-2020,17513,255,16657
Senegal,12-03-2020,16217,335,15697
Mozambique,12-03-2020,15918,132,14030
Angola,12-03-2020,15361,352,8244
Namibia,12-03-2020,14599,151,13774
Guinea,12-03-2020,13167,76,12204
Congo (Kinshasa),12-03-2020,13132,337,11753
Botswana,12-03-2020,11531,34,8978
Cabo Verde,12-03-2020,10938,107,10454
Zimbabwe,12-03-2020,10424,280,8754
Gabon,12-03-2020,9239,60,9089
Mauritania,12-03-2020,9005,181,7785
Eswatini,12-03-2020,6474,122,6044
Malawi,12-03-2020,6043,185,5472
Rwanda,12-03-2020,6011,50,5596
Congo (Brazzaville),12-03-2020,5774,94,4988
Djibouti,12-03-2020,5689,61,5591
Equatorial Guinea,12-03-2020,5159,85,5023
Central African Republic,12-03-2020,4918,63,1924
Mali,12-03-2020,4880,162,3281
Somalia,12-03-2020,4525,121,3480
Gambia,12-03-2020,3767,123,3610
South Sudan,12-03-2020,3154,62,2977
Burkina Faso,12-03-2020,3062,68,2679
Benin,12-03-2020,3055,44,2907
Togo,12-03-2020,3039,65,2567
Guinea-Bissau,12-03-2020,2441,44,2327
Sierra Leone,12-03-2020,2416,74,1840
Lesotho,12-03-2020,2145,44,1278
Chad,12-03-2020,1708,102,1539
Liberia,12-03-2020,1663,83,1358
Niger,12-03-2020,1640,76,1227
Sao Tome and Principe,12-03-2020,997,17,937
Burundi,12-03-2020,692,1,575
Comoros,12-03-2020,615,7,590
Eritrea,12-03-2020,594,0,498
Tanzania,12-03-2020,509,21,183
Mauritius,12-03-2020,508,10,465
Seychelles,12-03-2020,183,0,162
Western Sahara,12-03-2020,10,1,8
