Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-24-2020,667049,16283,595916
Morocco,09-24-2020,110099,1956,90186
Egypt,09-24-2020,102513,5835,92644
Ethiopia,09-24-2020,71687,1148,29461
Nigeria,09-24-2020,57849,1102,49098
Algeria,09-24-2020,50579,1703,35544
Ghana,09-24-2020,46222,299,45417
Kenya,09-24-2020,37489,669,24334
Libya,09-24-2020,30632,474,16842
Cameroon,09-24-2020,20712,418,19440
Cote d'Ivoire,09-24-2020,19501,120,19003
Madagascar,09-24-2020,16191,227,14833
Senegal,09-24-2020,14816,304,11818
Zambia,09-24-2020,14491,332,13643
Sudan,09-24-2020,13592,836,6764
Tunisia,09-24-2020,13305,180,5032
Namibia,09-24-2020,10740,119,8482
Congo (Kinshasa),09-24-2020,10555,271,10051
Guinea,09-24-2020,10434,65,9801
Gabon,09-24-2020,8716,54,7906
Zimbabwe,09-24-2020,7752,227,6043
Mauritania,09-24-2020,7433,161,7052
Mozambique,09-24-2020,7399,51,4558
Uganda,09-24-2020,7064,70,3226
Malawi,09-24-2020,5747,179,4163
Cabo Verde,09-24-2020,5479,55,4917
Djibouti,09-24-2020,5407,61,5339
Eswatini,09-24-2020,5375,108,4724
Equatorial Guinea,09-24-2020,5018,83,4530
Congo (Brazzaville),09-24-2020,5005,89,3887
Central African Republic,09-24-2020,4804,62,1837
Rwanda,09-24-2020,4789,27,3050
Angola,09-24-2020,4475,162,1503
Gambia,09-24-2020,3552,110,2012
Somalia,09-24-2020,3465,98,2877
Mali,09-24-2020,3041,130,2391
Botswana,09-24-2020,2921,16,701
South Sudan,09-24-2020,2669,49,1290
Benin,09-24-2020,2325,40,1954
Guinea-Bissau,09-24-2020,2324,39,1549
Sierra Leone,09-24-2020,2188,72,1666
Burkina Faso,09-24-2020,1950,56,1260
Togo,09-24-2020,1707,44,1307
Lesotho,09-24-2020,1554,35,782
Liberia,09-24-2020,1338,82,1221
Niger,09-24-2020,1194,69,1107
Chad,09-24-2020,1171,82,1003
Sao Tome and Principe,09-24-2020,910,15,881
Tanzania,09-24-2020,509,21,183
Burundi,09-24-2020,477,1,462
Comoros,09-24-2020,474,7,453
Eritrea,09-24-2020,369,0,330
Mauritius,09-24-2020,367,10,343
Seychelles,09-24-2020,143,0,140
Western Sahara,09-24-2020,10,1,8
