Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-15-2020,873679,23661,764977
Morocco,12-15-2020,403619,6711,362911
Egypt,12-15-2020,122609,6966,105450
Ethiopia,12-15-2020,117542,1813,96307
Tunisia,12-15-2020,113241,3956,86801
Algeria,12-15-2020,93065,2623,61307
Kenya,12-15-2020,92459,1604,73979
Libya,12-15-2020,92017,1319,62144
Nigeria,12-15-2020,74132,1200,66494
Ghana,12-15-2020,53270,327,51965
Uganda,12-15-2020,28168,225,10005
Cameroon,12-15-2020,25359,445,23851
Sudan,12-15-2020,21864,1372,12667
Cote d'Ivoire,12-15-2020,21775,133,21335
Zambia,12-15-2020,18428,368,17487
Madagascar,12-15-2020,17587,259,16992
Senegal,12-15-2020,17216,350,16243
Mozambique,12-15-2020,17042,144,15117
Namibia,12-15-2020,16913,164,14981
Angola,12-15-2020,16362,372,8990
Congo (Kinshasa),12-15-2020,14597,358,12773
Guinea,12-15-2020,13457,80,12713
Botswana,12-15-2020,12873,38,10456
Zimbabwe,12-15-2020,11522,310,9599
Mauritania,12-15-2020,11431,236,8248
Cabo Verde,12-15-2020,11395,110,11055
Gabon,12-15-2020,9351,63,9204
Eswatini,12-15-2020,6912,132,6476
Rwanda,12-15-2020,6832,57,6036
Congo (Brazzaville),12-15-2020,6200,100,4988
Malawi,12-15-2020,6080,187,5659
Mali,12-15-2020,5878,205,3697
Djibouti,12-15-2020,5749,61,5628
Equatorial Guinea,12-15-2020,5195,85,5061
Central African Republic,12-15-2020,4936,63,1924
Somalia,12-15-2020,4579,121,3529
Burkina Faso,12-15-2020,4300,73,2940
Gambia,12-15-2020,3785,123,3653
Togo,12-15-2020,3295,66,2821
South Sudan,12-15-2020,3222,62,3043
Benin,12-15-2020,3090,44,2972
Sierra Leone,12-15-2020,2451,75,1853
Guinea-Bissau,12-15-2020,2447,44,2378
Niger,12-15-2020,2361,82,1329
Lesotho,12-15-2020,2307,44,1398
Chad,12-15-2020,1784,102,1611
Liberia,12-15-2020,1676,83,1358
Sao Tome and Principe,12-15-2020,1010,17,952
Burundi,12-15-2020,735,1,640
Eritrea,12-15-2020,711,0,564
Comoros,12-15-2020,633,7,606
Mauritius,12-15-2020,524,10,489
Tanzania,12-15-2020,509,21,183
Seychelles,12-15-2020,202,0,184
