Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-15-2020,698184,18309,628301
Morocco,10-15-2020,163650,2772,136036
Egypt,10-15-2020,105033,6088,98011
Ethiopia,10-15-2020,87169,1325,40988
Nigeria,10-15-2020,60982,1116,52194
Algeria,10-15-2020,53777,1827,37603
Ghana,10-15-2020,47173,310,46527
Libya,10-15-2020,46676,681,25685
Kenya,10-15-2020,43143,805,31508
Tunisia,10-15-2020,34790,512,5032
Cameroon,10-15-2020,21441,423,20117
Cote d'Ivoire,10-15-2020,20257,120,19898
Madagascar,10-15-2020,16754,237,16124
Zambia,10-15-2020,15659,346,14899
Senegal,10-15-2020,15348,316,13637
Sudan,10-15-2020,13691,836,6764
Namibia,10-15-2020,12103,130,10329
Guinea,10-15-2020,11255,70,10360
Congo (Kinshasa),10-15-2020,10935,281,10306
Mozambique,10-15-2020,10537,73,8214
Uganda,10-15-2020,10117,96,6725
Gabon,10-15-2020,8869,54,8395
Zimbabwe,10-15-2020,8075,231,7669
Mauritania,10-15-2020,7585,163,7326
Cabo Verde,10-15-2020,7444,79,6348
Angola,10-15-2020,7096,228,2928
Malawi,10-15-2020,5836,181,4728
Eswatini,10-15-2020,5733,115,5375
Djibouti,10-15-2020,5443,61,5368
Congo (Brazzaville),10-15-2020,5156,92,3887
Equatorial Guinea,10-15-2020,5068,83,4954
Rwanda,10-15-2020,4953,33,4601
Central African Republic,10-15-2020,4855,62,1924
Botswana,10-15-2020,3914,20,905
Somalia,10-15-2020,3864,99,3089
Gambia,10-15-2020,3644,118,2646
Mali,10-15-2020,3368,132,2559
South Sudan,10-15-2020,2807,55,1290
Benin,10-15-2020,2496,41,2330
Guinea-Bissau,10-15-2020,2389,41,1782
Burkina Faso,10-15-2020,2335,65,1645
Sierra Leone,10-15-2020,2323,73,1746
Togo,10-15-2020,1996,51,1489
Lesotho,10-15-2020,1833,42,961
Liberia,10-15-2020,1374,82,1254
Chad,10-15-2020,1350,92,1120
Niger,10-15-2020,1207,69,1124
Sao Tome and Principe,10-15-2020,929,15,896
Burundi,10-15-2020,529,1,497
Tanzania,10-15-2020,509,21,183
Comoros,10-15-2020,496,7,484
Eritrea,10-15-2020,422,0,376
Mauritius,10-15-2020,415,10,364
Seychelles,10-15-2020,148,0,144
Western Sahara,10-15-2020,10,1,8
