Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-18-2020,757144,20556,701534
Morocco,11-18-2020,306995,5013,253351
Egypt,11-18-2020,111613,6495,101421
Ethiopia,11-18-2020,103928,1601,64593
Tunisia,11-18-2020,83772,2541,58229
Libya,11-18-2020,75465,1053,46127
Kenya,11-18-2020,72686,1313,49878
Algeria,11-18-2020,70629,2206,46326
Nigeria,11-18-2020,65693,1163,61457
Ghana,11-18-2020,50457,323,48710
Cameroon,11-18-2020,22896,433,21510
Cote d'Ivoire,11-18-2020,21045,129,20712
Madagascar,11-18-2020,17310,250,16592
Zambia,11-18-2020,17280,356,16495
Uganda,11-18-2020,16905,157,8394
Senegal,11-18-2020,15823,329,15433
Sudan,11-18-2020,15047,1175,9609
Mozambique,11-18-2020,14629,119,12754
Angola,11-18-2020,13922,332,6623
Namibia,11-18-2020,13610,140,13152
Guinea,11-18-2020,12713,75,11689
Congo (Kinshasa),11-18-2020,11918,323,11190
Cabo Verde,11-18-2020,10000,104,9484
Botswana,11-18-2020,9103,30,6801
Gabon,11-18-2020,9084,58,8957
Zimbabwe,11-18-2020,8981,261,8184
Mauritania,11-18-2020,8010,167,7553
Eswatini,11-18-2020,6144,119,5826
Malawi,11-18-2020,5999,185,5434
Djibouti,11-18-2020,5658,61,5549
Rwanda,11-18-2020,5543,46,5087
Congo (Brazzaville),11-18-2020,5515,92,3887
Equatorial Guinea,11-18-2020,5121,85,4975
Central African Republic,11-18-2020,4900,63,1924
Somalia,11-18-2020,4382,108,3384
Mali,11-18-2020,4033,141,2983
Gambia,11-18-2020,3705,122,3578
South Sudan,11-18-2020,3016,59,1290
Benin,11-18-2020,2916,43,2579
Togo,11-18-2020,2752,63,2058
Burkina Faso,11-18-2020,2670,68,2472
Guinea-Bissau,11-18-2020,2421,43,2286
Sierra Leone,11-18-2020,2397,74,1823
Lesotho,11-18-2020,2058,44,1273
Chad,11-18-2020,1616,101,1457
Liberia,11-18-2020,1528,82,1328
Niger,11-18-2020,1331,70,1151
Sao Tome and Principe,11-18-2020,967,16,920
Burundi,11-18-2020,641,1,575
Comoros,11-18-2020,591,7,558
Eritrea,11-18-2020,518,0,451
Tanzania,11-18-2020,509,21,183
Mauritius,11-18-2020,494,10,433
Seychelles,11-18-2020,160,0,157
Western Sahara,11-18-2020,10,1,8
