Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-17-2020,589886,11982,477671
Egypt,08-17-2020,96590,5173,60651
Nigeria,08-17-2020,49485,977,36834
Morocco,08-17-2020,43558,681,29941
Ghana,08-17-2020,42653,239,40567
Algeria,08-17-2020,39025,1379,27347
Ethiopia,08-17-2020,31336,544,12524
Kenya,08-17-2020,30365,482,17160
Cameroon,08-17-2020,18582,403,16540
Cote d'Ivoire,08-17-2020,17107,110,13990
Madagascar,08-17-2020,13886,171,12603
Sudan,08-17-2020,12410,803,6385
Senegal,08-17-2020,12237,256,7728
Zambia,08-17-2020,9839,264,8575
Congo (Kinshasa),08-17-2020,9706,243,8705
Guinea,08-17-2020,8620,51,7472
Libya,08-17-2020,8579,157,969
Gabon,08-17-2020,8270,53,6404
Mauritania,08-17-2020,6762,157,6018
Djibouti,08-17-2020,5372,59,5211
Zimbabwe,08-17-2020,5308,135,3848
Malawi,08-17-2020,5125,162,2690
Equatorial Guinea,08-17-2020,4821,83,2182
Central African Republic,08-17-2020,4667,61,1748
Namibia,08-17-2020,4344,36,2379
Eswatini,08-17-2020,3894,73,2371
Congo (Brazzaville),08-17-2020,3831,76,1625
Somalia,08-17-2020,3257,93,2374
Cabo Verde,08-17-2020,3203,36,2336
Mozambique,08-17-2020,2914,19,1196
Mali,08-17-2020,2640,125,1987
Rwanda,08-17-2020,2540,8,1661
South Sudan,08-17-2020,2490,47,1175
Tunisia,08-17-2020,2185,56,1362
Guinea-Bissau,08-17-2020,2117,33,1015
Benin,08-17-2020,2063,39,1690
Sierra Leone,08-17-2020,1956,69,1506
Angola,08-17-2020,1935,88,632
Gambia,08-17-2020,1872,63,401
Uganda,08-17-2020,1560,15,1165
Botswana,08-17-2020,1308,3,136
Burkina Faso,08-17-2020,1280,55,1018
Liberia,08-17-2020,1277,82,803
Niger,08-17-2020,1167,69,1078
Togo,08-17-2020,1154,27,858
Chad,08-17-2020,959,76,865
Lesotho,08-17-2020,946,30,271
Sao Tome and Principe,08-17-2020,885,15,821
Tanzania,08-17-2020,509,21,183
Burundi,08-17-2020,413,1,336
Comoros,08-17-2020,405,7,379
Mauritius,08-17-2020,346,10,334
Eritrea,08-17-2020,285,0,248
Seychelles,08-17-2020,127,0,126
Western Sahara,08-17-2020,10,1,8
