Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,01-02-2021,1088889,29175,897704
Morocco,01-02-2021,442141,7452,412168
Tunisia,01-02-2021,141979,4765,106050
Egypt,01-02-2021,140878,7741,113480
Ethiopia,01-02-2021,125049,1944,112325
Libya,01-02-2021,100744,1487,73252
Algeria,01-02-2021,100159,2769,67611
Kenya,01-02-2021,96678,1685,79012
Nigeria,01-02-2021,89163,1302,74789
Ghana,01-02-2021,55064,335,53828
Uganda,01-02-2021,35712,274,12037
Cameroon,01-02-2021,26848,448,24892
Namibia,01-02-2021,24654,213,20931
Sudan,01-02-2021,23316,1468,13524
Cote d'Ivoire,01-02-2021,22563,138,21981
Zambia,01-02-2021,21230,392,18942
Senegal,01-02-2021,19511,416,17433
Mozambique,01-02-2021,18968,168,16684
Congo (Kinshasa),01-02-2021,17998,595,14716
Madagascar,01-02-2021,17767,262,17298
Angola,01-02-2021,17608,407,11189
Botswana,01-02-2021,14805,42,12136
Mauritania,01-02-2021,14677,353,11913
Zimbabwe,01-02-2021,14491,377,11363
Guinea,01-02-2021,13784,81,13153
Cabo Verde,01-02-2021,11883,113,11578
Eswatini,01-02-2021,9711,227,7096
Gabon,01-02-2021,9571,64,9388
Rwanda,01-02-2021,8567,98,6685
Mali,01-02-2021,7226,276,4807
Congo (Brazzaville),01-02-2021,7107,108,5846
Burkina Faso,01-02-2021,6940,86,5253
Malawi,01-02-2021,6712,192,5710
Djibouti,01-02-2021,5841,61,5738
Equatorial Guinea,01-02-2021,5277,86,5136
Central African Republic,01-02-2021,4963,63,1924
Somalia,01-02-2021,4714,130,3612
Gambia,01-02-2021,3800,124,3669
Togo,01-02-2021,3683,68,3457
South Sudan,01-02-2021,3558,63,3131
Niger,01-02-2021,3437,110,1906
Benin,01-02-2021,3251,44,3061
Lesotho,01-02-2021,3206,65,1496
Sierra Leone,01-02-2021,2646,76,1910
Guinea-Bissau,01-02-2021,2452,45,2397
Chad,01-02-2021,2169,104,1710
Liberia,01-02-2021,1779,83,1406
Eritrea,01-02-2021,1252,1,643
Sao Tome and Principe,01-02-2021,1024,17,978
Comoros,01-02-2021,864,13,732
Burundi,01-02-2021,822,2,687
Mauritius,01-02-2021,527,10,496
Tanzania,01-02-2021,509,21,183
Seychelles,01-02-2021,285,0,214
