Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-18-2020,657627,15857,586844
Egypt,09-18-2020,101772,5733,87958
Morocco,09-18-2020,97264,1755,76690
Ethiopia,09-18-2020,67515,1072,27638
Nigeria,09-18-2020,56956,1094,48305
Algeria,09-18-2020,49413,1659,34818
Ghana,09-18-2020,45760,295,44973
Kenya,09-18-2020,36724,646,23709
Libya,09-18-2020,26438,418,14207
Cameroon,09-18-2020,20371,416,19124
Cote d'Ivoire,09-18-2020,19200,120,18392
Madagascar,09-18-2020,15971,217,14587
Senegal,09-18-2020,14645,301,11051
Zambia,09-18-2020,14022,329,13207
Sudan,09-18-2020,13535,836,6759
Congo (Kinshasa),09-18-2020,10456,268,9863
Guinea,09-18-2020,10231,63,9660
Namibia,09-18-2020,10207,108,7947
Gabon,09-18-2020,8696,53,7848
Tunisia,09-18-2020,8570,133,2342
Zimbabwe,09-18-2020,7647,224,5883
Mauritania,09-18-2020,7361,161,6882
Mozambique,09-18-2020,6264,40,3502
Malawi,09-18-2020,5716,179,4026
Uganda,09-18-2020,5594,61,2544
Djibouti,09-18-2020,5403,61,5333
Eswatini,09-18-2020,5215,103,4478
Cabo Verde,09-18-2020,5141,50,4548
Equatorial Guinea,09-18-2020,5002,83,4509
Congo (Brazzaville),09-18-2020,4980,89,3887
Central African Republic,09-18-2020,4786,62,1830
Rwanda,09-18-2020,4671,25,2845
Angola,09-18-2020,3848,147,1443
Gambia,09-18-2020,3485,108,1973
Somalia,09-18-2020,3390,98,2812
Mali,09-18-2020,2991,128,2332
South Sudan,09-18-2020,2609,49,1290
Botswana,09-18-2020,2567,13,624
Guinea-Bissau,09-18-2020,2303,39,1127
Benin,09-18-2020,2280,40,1950
Sierra Leone,09-18-2020,2153,72,1649
Burkina Faso,09-18-2020,1797,56,1173
Togo,09-18-2020,1640,41,1251
Lesotho,09-18-2020,1390,33,754
Liberia,09-18-2020,1334,82,1214
Niger,09-18-2020,1183,69,1104
Chad,09-18-2020,1147,81,966
Sao Tome and Principe,09-18-2020,908,15,873
Tanzania,09-18-2020,509,21,183
Burundi,09-18-2020,473,1,374
Comoros,09-18-2020,470,7,449
Mauritius,09-18-2020,366,10,338
Eritrea,09-18-2020,364,0,305
Seychelles,09-18-2020,141,0,136
Western Sahara,09-18-2020,10,1,8
