Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-29-2020,672572,16667,606520
Morocco,09-29-2020,121183,2152,100253
Egypt,09-29-2020,103079,5914,96094
Ethiopia,09-29-2020,74584,1191,30952
Nigeria,09-29-2020,58647,1111,49937
Algeria,09-29-2020,51368,1726,36063
Ghana,09-29-2020,46482,301,45651
Kenya,09-29-2020,38378,707,24740
Libya,09-29-2020,34014,540,18902
Cameroon,09-29-2020,20838,418,19440
Cote d'Ivoire,09-29-2020,19669,120,19241
Tunisia,09-29-2020,17405,246,5032
Madagascar,09-29-2020,16377,229,15139
Senegal,09-29-2020,14945,310,12335
Zambia,09-29-2020,14715,332,13937
Sudan,09-29-2020,13640,836,6764
Namibia,09-29-2020,11140,121,8937
Guinea,09-29-2020,10634,66,9960
Congo (Kinshasa),09-29-2020,10631,272,10129
Gabon,09-29-2020,8752,54,7955
Mozambique,09-29-2020,8556,59,5205
Uganda,09-29-2020,8017,75,4033
Zimbabwe,09-29-2020,7837,228,6122
Mauritania,09-29-2020,7488,161,7111
Cabo Verde,09-29-2020,5900,59,5228
Malawi,09-29-2020,5772,179,4245
Eswatini,09-29-2020,5462,108,4859
Djibouti,09-29-2020,5416,61,5344
Equatorial Guinea,09-29-2020,5030,83,4769
Congo (Brazzaville),09-29-2020,5008,89,3887
Angola,09-29-2020,4905,179,1833
Rwanda,09-29-2020,4836,29,3125
Central African Republic,09-29-2020,4806,62,1840
Somalia,09-29-2020,3588,99,2946
Gambia,09-29-2020,3579,112,2161
Botswana,09-29-2020,3172,16,710
Mali,09-29-2020,3101,131,2443
South Sudan,09-29-2020,2700,49,1290
Benin,09-29-2020,2340,40,1960
Guinea-Bissau,09-29-2020,2324,39,1549
Sierra Leone,09-29-2020,2222,72,1685
Burkina Faso,09-29-2020,2032,58,1309
Togo,09-29-2020,1759,48,1341
Lesotho,09-29-2020,1576,35,873
Liberia,09-29-2020,1343,82,1221
Niger,09-29-2020,1196,69,1110
Chad,09-29-2020,1193,85,1007
Sao Tome and Principe,09-29-2020,911,15,885
Tanzania,09-29-2020,509,21,183
Burundi,09-29-2020,506,1,472
Comoros,09-29-2020,479,7,464
Eritrea,09-29-2020,375,0,341
Mauritius,09-29-2020,367,10,343
Seychelles,09-29-2020,143,0,140
Western Sahara,09-29-2020,10,1,8
