Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-20-2020,921922,24691,793914
Morocco,12-20-2020,417125,6957,378154
Egypt,12-20-2020,125555,7098,106817
Tunisia,12-20-2020,120687,4158,87884
Ethiopia,12-20-2020,119951,1853,102980
Algeria,12-20-2020,95203,2666,63260
Libya,12-20-2020,94560,1353,64810
Kenya,12-20-2020,94500,1639,75735
Nigeria,12-20-2020,78434,1221,68303
Ghana,12-20-2020,53653,331,52331
Uganda,12-20-2020,31187,231,10469
Cameroon,12-20-2020,25849,448,23851
Sudan,12-20-2020,22823,1434,13171
Cote d'Ivoire,12-20-2020,21918,133,21478
Zambia,12-20-2020,18716,373,17762
Namibia,12-20-2020,18714,177,15967
Senegal,12-20-2020,17758,365,16522
Madagascar,12-20-2020,17633,260,17147
Mozambique,12-20-2020,17568,148,15454
Angola,12-20-2020,16644,387,9592
Congo (Kinshasa),12-20-2020,15495,370,13447
Guinea,12-20-2020,13545,80,12955
Botswana,12-20-2020,13014,38,10535
Mauritania,12-20-2020,12418,281,8909
Zimbabwe,12-20-2020,12325,320,10024
Cabo Verde,12-20-2020,11579,111,11248
Gabon,12-20-2020,9400,64,9254
Eswatini,12-20-2020,7427,140,6696
Rwanda,12-20-2020,7293,63,6091
Congo (Brazzaville),12-20-2020,6200,100,4988
Mali,12-20-2020,6191,222,3839
Malawi,12-20-2020,6161,187,5663
Djibouti,12-20-2020,5781,61,5659
Equatorial Guinea,12-20-2020,5214,85,5064
Burkina Faso,12-20-2020,5160,76,3659
Central African Republic,12-20-2020,4936,63,1924
Somalia,12-20-2020,4662,124,3566
Gambia,12-20-2020,3786,123,3656
Togo,12-20-2020,3416,66,3017
South Sudan,12-20-2020,3228,62,3090
Benin,12-20-2020,3167,44,3061
Niger,12-20-2020,2659,87,1418
Lesotho,12-20-2020,2546,48,1445
Sierra Leone,12-20-2020,2509,75,1856
Guinea-Bissau,12-20-2020,2447,44,2378
Chad,12-20-2020,1890,102,1632
Liberia,12-20-2020,1779,83,1406
Sao Tome and Principe,12-20-2020,1012,17,958
Burundi,12-20-2020,761,2,687
Eritrea,12-20-2020,754,0,580
Comoros,12-20-2020,666,7,611
Mauritius,12-20-2020,524,10,489
Tanzania,12-20-2020,509,21,183
Seychelles,12-20-2020,202,0,184
