Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-09-2020,828598,22574,754658
Morocco,12-09-2020,388184,6427,341685
Egypt,12-09-2020,119702,6832,104074
Ethiopia,12-09-2020,114834,1769,87244
Tunisia,12-09-2020,106856,3717,81204
Algeria,12-09-2020,90014,2554,58146
Kenya,12-09-2020,89661,1552,70194
Libya,12-09-2020,88522,1261,58578
Nigeria,12-09-2020,70669,1184,65242
Ghana,12-09-2020,52622,326,51424
Uganda,12-09-2020,25059,219,9510
Cameroon,12-09-2020,24963,443,23344
Cote d'Ivoire,12-09-2020,21547,133,21176
Sudan,12-09-2020,20084,1307,11344
Zambia,12-09-2020,18062,364,17295
Madagascar,12-09-2020,17473,255,16927
Senegal,12-09-2020,16665,341,15904
Mozambique,12-09-2020,16440,138,14684
Angola,12-09-2020,15804,358,8579
Namibia,12-09-2020,15472,155,14195
Congo (Kinshasa),12-09-2020,13843,350,12208
Guinea,12-09-2020,13325,79,12548
Botswana,12-09-2020,12058,36,9400
Cabo Verde,12-09-2020,11192,109,10760
Zimbabwe,12-09-2020,11007,304,9147
Mauritania,12-09-2020,10105,202,7925
Gabon,12-09-2020,9300,62,9155
Eswatini,12-09-2020,6612,125,6175
Rwanda,12-09-2020,6278,53,5715
Malawi,12-09-2020,6051,186,5487
Congo (Brazzaville),12-09-2020,6049,99,4988
Djibouti,12-09-2020,5717,61,5599
Mali,12-09-2020,5469,181,3454
Equatorial Guinea,12-09-2020,5183,85,5048
Central African Republic,12-09-2020,4927,63,1924
Somalia,12-09-2020,4579,121,3529
Gambia,12-09-2020,3776,123,3631
Burkina Faso,12-09-2020,3469,69,2742
South Sudan,12-09-2020,3181,62,3003
Togo,12-09-2020,3151,65,2699
Benin,12-09-2020,3090,44,2972
Guinea-Bissau,12-09-2020,2444,44,2337
Sierra Leone,12-09-2020,2434,74,1847
Lesotho,12-09-2020,2164,44,1283
Niger,12-09-2020,2078,79,1241
Chad,12-09-2020,1732,102,1581
Liberia,12-09-2020,1676,83,1358
Sao Tome and Principe,12-09-2020,1005,17,946
Burundi,12-09-2020,720,1,630
Eritrea,12-09-2020,649,0,517
Comoros,12-09-2020,617,7,605
Mauritius,12-09-2020,515,10,478
Tanzania,12-09-2020,509,21,183
Seychelles,12-09-2020,184,0,168
