Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-11-2020,692471,17780,623765
Morocco,10-11-2020,152404,2605,127407
Egypt,10-11-2020,104516,6052,97688
Ethiopia,10-11-2020,84295,1287,38316
Nigeria,10-11-2020,60266,1115,51735
Algeria,10-11-2020,53072,1801,37170
Ghana,10-11-2020,47005,306,46398
Libya,10-11-2020,42712,631,24038
Kenya,10-11-2020,41546,766,32000
Tunisia,10-11-2020,32556,478,5032
Cameroon,10-11-2020,21203,423,20117
Cote d'Ivoire,10-11-2020,20154,120,19798
Madagascar,10-11-2020,16718,237,16042
Zambia,10-11-2020,15458,337,14599
Senegal,10-11-2020,15268,314,13297
Sudan,10-11-2020,13673,836,6764
Namibia,10-11-2020,11936,128,9817
Guinea,10-11-2020,11022,69,10324
Congo (Kinshasa),10-11-2020,10851,276,10242
Mozambique,10-11-2020,10001,71,7338
Uganda,10-11-2020,9801,93,6109
Gabon,10-11-2020,8835,54,8189
Zimbabwe,10-11-2020,8011,230,6504
Mauritania,10-11-2020,7550,163,7274
Cabo Verde,10-11-2020,7072,75,5981
Angola,10-11-2020,6366,218,2743
Malawi,10-11-2020,5821,180,4647
Eswatini,10-11-2020,5669,113,5310
Djibouti,10-11-2020,5423,61,5355
Congo (Brazzaville),10-11-2020,5118,90,3887
Equatorial Guinea,10-11-2020,5063,83,4894
Rwanda,10-11-2020,4896,31,3606
Central African Republic,10-11-2020,4854,62,1924
Somalia,10-11-2020,3864,99,3089
Gambia,10-11-2020,3632,117,2543
Mali,10-11-2020,3286,132,2527
Botswana,10-11-2020,3219,18,834
South Sudan,10-11-2020,2777,55,1290
Benin,10-11-2020,2411,41,1973
Guinea-Bissau,10-11-2020,2385,40,1728
Sierra Leone,10-11-2020,2306,72,1736
Burkina Faso,10-11-2020,2271,61,1542
Togo,10-11-2020,1940,49,1457
Lesotho,10-11-2020,1805,42,961
Liberia,10-11-2020,1363,82,1245
Chad,10-11-2020,1304,92,1115
Niger,10-11-2020,1201,69,1123
Sao Tome and Principe,10-11-2020,929,15,892
Burundi,10-11-2020,524,1,472
Tanzania,10-11-2020,509,21,183
Comoros,10-11-2020,495,7,475
Eritrea,10-11-2020,414,0,372
Mauritius,10-11-2020,395,10,358
Seychelles,10-11-2020,148,0,144
Western Sahara,10-11-2020,10,1,8
