Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-13-2020,860964,23276,761011
Morocco,12-13-2020,399609,6624,356023
Egypt,12-13-2020,121575,6920,104875
Ethiopia,12-13-2020,116769,1806,93890
Tunisia,12-13-2020,111361,3894,84741
Algeria,12-13-2020,92102,2596,60457
Kenya,12-13-2020,91892,1587,73028
Libya,12-13-2020,90779,1299,60895
Nigeria,12-13-2020,73175,1197,66090
Ghana,12-13-2020,52933,327,51676
Uganda,12-13-2020,27532,221,9826
Cameroon,12-13-2020,25143,443,23851
Cote d'Ivoire,12-13-2020,21680,133,21298
Sudan,12-13-2020,21386,1347,12313
Zambia,12-13-2020,18274,367,17388
Madagascar,12-13-2020,17587,259,16992
Senegal,12-13-2020,17075,349,16094
Mozambique,12-13-2020,16954,142,14818
Namibia,12-13-2020,16536,160,14684
Angola,12-13-2020,16188,371,8898
Congo (Kinshasa),12-13-2020,14461,352,12465
Guinea,12-13-2020,13420,79,12657
Botswana,12-13-2020,12501,37,9940
Cabo Verde,12-13-2020,11357,110,10962
Zimbabwe,12-13-2020,11246,307,9451
Mauritania,12-13-2020,10971,225,8076
Gabon,12-13-2020,9330,63,9182
Eswatini,12-13-2020,6768,127,6379
Rwanda,12-13-2020,6659,56,5955
Malawi,12-13-2020,6066,187,5491
Congo (Brazzaville),12-13-2020,6049,99,4988
Mali,12-13-2020,5814,194,3591
Djibouti,12-13-2020,5728,61,5618
Equatorial Guinea,12-13-2020,5185,85,5058
Central African Republic,12-13-2020,4936,63,1924
Somalia,12-13-2020,4579,121,3529
Burkina Faso,12-13-2020,4030,71,2910
Gambia,12-13-2020,3782,123,3647
Togo,12-13-2020,3251,66,2771
South Sudan,12-13-2020,3206,62,3043
Benin,12-13-2020,3090,44,2972
Guinea-Bissau,12-13-2020,2444,44,2337
Sierra Leone,12-13-2020,2440,75,1850
Niger,12-13-2020,2258,80,1292
Lesotho,12-13-2020,2250,44,1319
Chad,12-13-2020,1770,102,1607
Liberia,12-13-2020,1676,83,1358
Sao Tome and Principe,12-13-2020,1009,17,950
Burundi,12-13-2020,729,1,640
Eritrea,12-13-2020,711,0,564
Comoros,12-13-2020,628,7,606
Mauritius,12-13-2020,515,10,478
Tanzania,12-13-2020,509,21,183
Seychelles,12-13-2020,187,0,182
