Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-01-2020,792299,21644,732531
Morocco,12-01-2020,359844,5915,310193
Egypt,12-01-2020,116303,6666,102816
Ethiopia,12-01-2020,110554,1709,74917
Tunisia,12-01-2020,96769,3260,70851
Kenya,12-01-2020,84169,1474,55610
Algeria,12-01-2020,84152,2447,54405
Libya,12-01-2020,83417,1196,54209
Nigeria,12-01-2020,67838,1176,63430
Ghana,12-01-2020,51667,323,50547
Cameroon,12-01-2020,24487,441,22177
Cote d'Ivoire,12-01-2020,21334,132,20981
Uganda,12-01-2020,21035,205,9044
Sudan,12-01-2020,18045,1255,10369
Zambia,12-01-2020,17665,357,17059
Madagascar,12-01-2020,17341,251,16657
Senegal,12-01-2020,16107,333,15627
Mozambique,12-01-2020,15770,131,13778
Angola,12-01-2020,15251,350,7932
Namibia,12-01-2020,14416,151,13600
Guinea,12-01-2020,13119,76,12045
Congo (Kinshasa),12-01-2020,12859,335,11663
Cabo Verde,12-01-2020,10816,106,10366
Botswana,12-01-2020,10742,34,7912
Zimbabwe,12-01-2020,10129,277,8643
Gabon,12-01-2020,9214,60,9066
Mauritania,12-01-2020,8710,177,7764
Eswatini,12-01-2020,6442,122,6017
Malawi,12-01-2020,6028,185,5465
Rwanda,12-01-2020,5948,49,5544
Congo (Brazzaville),12-01-2020,5774,94,4988
Djibouti,12-01-2020,5680,61,5587
Equatorial Guinea,12-01-2020,5156,85,5009
Central African Republic,12-01-2020,4918,63,1924
Mali,12-01-2020,4762,160,3241
Somalia,12-01-2020,4451,113,3417
Gambia,12-01-2020,3743,123,3607
South Sudan,12-01-2020,3111,61,2954
Benin,12-01-2020,3015,43,2839
Togo,12-01-2020,2997,64,2515
Burkina Faso,12-01-2020,2931,68,2644
Guinea-Bissau,12-01-2020,2441,44,2327
Sierra Leone,12-01-2020,2413,74,1838
Lesotho,12-01-2020,2137,44,1278
Chad,12-01-2020,1700,102,1532
Liberia,12-01-2020,1595,83,1343
Niger,12-01-2020,1586,75,1219
Sao Tome and Principe,12-01-2020,996,17,934
Burundi,12-01-2020,689,1,575
Comoros,12-01-2020,613,7,586
Eritrea,12-01-2020,577,0,498
Tanzania,12-01-2020,509,21,183
Mauritius,12-01-2020,505,10,463
Seychelles,12-01-2020,183,0,162
Western Sahara,12-01-2020,10,1,8
