Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-09-2020,738525,19845,680726
Morocco,11-09-2020,259951,4356,212905
Egypt,11-09-2020,109422,6380,100439
Ethiopia,11-09-2020,99982,1530,60710
Tunisia,11-09-2020,71569,1920,48103
Libya,11-09-2020,69040,944,40780
Nigeria,11-09-2020,64184,1158,60069
Kenya,11-09-2020,63244,1130,42659
Algeria,11-09-2020,62693,2062,42325
Ghana,11-09-2020,49202,320,47726
Cameroon,11-09-2020,22421,433,21510
Cote d'Ivoire,11-09-2020,20835,126,20516
Madagascar,11-09-2020,17223,249,16516
Zambia,11-09-2020,16971,349,16011
Senegal,11-09-2020,15711,326,15349
Uganda,11-09-2020,14574,133,7771
Sudan,11-09-2020,14155,1116,9492
Mozambique,11-09-2020,13823,99,11659
Namibia,11-09-2020,13240,134,11620
Angola,11-09-2020,12680,308,5927
Guinea,11-09-2020,12459,74,10847
Congo (Kinshasa),11-09-2020,11608,316,10893
Cabo Verde,11-09-2020,9419,100,8717
Gabon,11-09-2020,9029,57,8899
Zimbabwe,11-09-2020,8561,254,8023
Botswana,11-09-2020,7835,27,5534
Mauritania,11-09-2020,7833,165,7485
Eswatini,11-09-2020,6013,117,5732
Malawi,11-09-2020,5953,185,5359
Djibouti,11-09-2020,5627,61,5492
Congo (Brazzaville),11-09-2020,5379,92,3887
Rwanda,11-09-2020,5242,38,4967
Equatorial Guinea,11-09-2020,5092,85,4968
Central African Republic,11-09-2020,4880,62,1924
Somalia,11-09-2020,4301,107,3247
Mali,11-09-2020,3712,137,2832
Gambia,11-09-2020,3696,122,3543
South Sudan,11-09-2020,2960,59,1290
Benin,11-09-2020,2781,43,2515
Burkina Faso,11-09-2020,2581,67,2382
Togo,11-09-2020,2523,57,1736
Guinea-Bissau,11-09-2020,2419,43,2255
Sierra Leone,11-09-2020,2385,74,1813
Lesotho,11-09-2020,1967,44,1024
Chad,11-09-2020,1551,99,1394
Liberia,11-09-2020,1452,82,1310
Niger,11-09-2020,1246,69,1144
Sao Tome and Principe,11-09-2020,962,16,912
Burundi,11-09-2020,614,1,549
Comoros,11-09-2020,563,7,532
Tanzania,11-09-2020,509,21,183
Eritrea,11-09-2020,491,0,438
Mauritius,11-09-2020,453,10,416
Seychelles,11-09-2020,158,0,155
Western Sahara,11-09-2020,10,1,8
