Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-26-2020,716759,19008,646721
Morocco,10-26-2020,199745,3373,165922
Egypt,10-26-2020,106707,6211,98981
Ethiopia,10-26-2020,93707,1437,48150
Nigeria,10-26-2020,62111,1132,57571
Libya,10-26-2020,57223,801,31515
Algeria,10-26-2020,56419,1922,39273
Tunisia,10-26-2020,52399,983,5032
Kenya,10-26-2020,49997,920,34429
Ghana,10-26-2020,47775,316,46971
Cameroon,10-26-2020,21793,426,20117
Cote d'Ivoire,10-26-2020,20486,122,20212
Madagascar,10-26-2020,16968,244,16301
Zambia,10-26-2020,16200,348,15445
Senegal,10-26-2020,15565,322,14316
Sudan,10-26-2020,13747,837,6764
Namibia,10-26-2020,12675,133,10813
Mozambique,10-26-2020,12161,88,9254
Guinea,10-26-2020,11635,71,10474
Uganda,10-26-2020,11557,101,7351
Congo (Kinshasa),10-26-2020,11174,305,10468
Angola,10-26-2020,9644,270,3530
Gabon,10-26-2020,8937,54,8548
Cabo Verde,10-26-2020,8423,94,7455
Zimbabwe,10-26-2020,8303,242,7797
Mauritania,10-26-2020,7677,163,7387
Botswana,10-26-2020,6283,21,4438
Malawi,10-26-2020,5894,183,5294
Eswatini,10-26-2020,5863,116,5511
Djibouti,10-26-2020,5541,61,5409
Congo (Brazzaville),10-26-2020,5253,92,3887
Equatorial Guinea,10-26-2020,5079,83,4962
Rwanda,10-26-2020,5073,34,4848
Central African Republic,10-26-2020,4863,62,1924
Somalia,10-26-2020,3941,104,3185
Gambia,10-26-2020,3665,119,2660
Mali,10-26-2020,3499,133,2664
South Sudan,10-26-2020,2883,56,1290
Benin,10-26-2020,2557,41,2330
Burkina Faso,10-26-2020,2459,67,2164
Guinea-Bissau,10-26-2020,2403,41,1818
Sierra Leone,10-26-2020,2346,74,1787
Togo,10-26-2020,2204,53,1608
Lesotho,10-26-2020,1943,43,975
Chad,10-26-2020,1441,96,1277
Liberia,10-26-2020,1416,82,1278
Niger,10-26-2020,1215,69,1129
Sao Tome and Principe,10-26-2020,941,15,902
Burundi,10-26-2020,557,1,511
Comoros,10-26-2020,517,7,494
Tanzania,10-26-2020,509,21,183
Eritrea,10-26-2020,461,0,405
Mauritius,10-26-2020,439,10,389
Seychelles,10-26-2020,153,0,149
Western Sahara,10-26-2020,10,1,8
