Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-30-2020,1039161,28033,867597
Morocco,12-30-2020,437332,7355,405251
Tunisia,12-30-2020,137216,4620,104980
Egypt,12-30-2020,136644,7576,111451
Ethiopia,12-30-2020,123856,1918,111870
Libya,12-30-2020,99935,1459,71273
Algeria,12-30-2020,99311,2751,66855
Kenya,12-30-2020,96251,1667,78475
Nigeria,12-30-2020,86576,1278,73322
Ghana,12-30-2020,54771,335,53594
Uganda,12-30-2020,34677,251,11579
Cameroon,12-30-2020,26277,448,24892
Namibia,12-30-2020,23333,196,19655
Sudan,12-30-2020,23316,1468,13524
Cote d'Ivoire,12-30-2020,22366,137,21909
Zambia,12-30-2020,20462,386,18530
Senegal,12-30-2020,18945,402,17201
Mozambique,12-30-2020,18485,165,16589
Madagascar,12-30-2020,17714,261,17228
Angola,12-30-2020,17433,405,10859
Congo (Kinshasa),12-30-2020,17376,584,14658
Botswana,12-30-2020,14700,40,12006
Mauritania,12-30-2020,14191,339,11095
Guinea,12-30-2020,13707,80,13117
Zimbabwe,12-30-2020,13625,360,11154
Cabo Verde,12-30-2020,11793,112,11530
Gabon,12-30-2020,9571,64,9388
Eswatini,12-30-2020,9146,184,7062
Rwanda,12-30-2020,8250,86,6369
Mali,12-30-2020,7029,269,4548
Congo (Brazzaville),12-30-2020,6908,107,5831
Burkina Faso,12-30-2020,6631,84,4978
Malawi,12-30-2020,6471,189,5700
Djibouti,12-30-2020,5824,61,5723
Equatorial Guinea,12-30-2020,5264,86,5123
Central African Republic,12-30-2020,4963,63,1924
Somalia,12-30-2020,4714,130,3612
Gambia,12-30-2020,3797,124,3664
Togo,12-30-2020,3611,68,3384
South Sudan,12-30-2020,3540,63,3131
Benin,12-30-2020,3251,44,3061
Niger,12-30-2020,3208,102,1767
Lesotho,12-30-2020,3094,51,1480
Sierra Leone,12-30-2020,2583,76,1891
Guinea-Bissau,12-30-2020,2452,45,2397
Chad,12-30-2020,2077,104,1703
Liberia,12-30-2020,1779,83,1406
Eritrea,12-30-2020,1252,1,643
Sao Tome and Principe,12-30-2020,1014,17,966
Burundi,12-30-2020,809,2,687
Comoros,12-30-2020,765,9,700
Mauritius,12-30-2020,527,10,496
Tanzania,12-30-2020,509,21,183
Seychelles,12-30-2020,256,0,212
