Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-19-2020,912477,24539,787782
Morocco,12-19-2020,415226,6909,375623
Egypt,12-19-2020,124891,7069,106481
Ethiopia,12-19-2020,119494,1846,102153
Tunisia,12-19-2020,119151,4126,87884
Algeria,12-19-2020,94781,2659,62869
Kenya,12-19-2020,94151,1633,75559
Libya,12-19-2020,93772,1346,63886
Nigeria,12-19-2020,77933,1218,67784
Ghana,12-19-2020,53653,331,52331
Uganda,12-19-2020,30702,230,10360
Cameroon,12-19-2020,25724,445,23851
Sudan,12-19-2020,22621,1425,13024
Cote d'Ivoire,12-19-2020,21890,133,21451
Zambia,12-19-2020,18620,373,17756
Namibia,12-19-2020,18437,171,15849
Senegal,12-19-2020,17670,361,16493
Madagascar,12-19-2020,17587,259,16992
Mozambique,12-19-2020,17477,147,15451
Angola,12-19-2020,16626,386,9518
Congo (Kinshasa),12-19-2020,15397,369,13310
Guinea,12-19-2020,13532,80,12905
Botswana,12-19-2020,13014,38,10535
Mauritania,12-19-2020,12278,273,8545
Zimbabwe,12-19-2020,12151,318,9984
Cabo Verde,12-19-2020,11567,111,11215
Gabon,12-19-2020,9400,64,9254
Eswatini,12-19-2020,7305,137,6662
Rwanda,12-19-2020,7232,59,6089
Congo (Brazzaville),12-19-2020,6200,100,4988
Mali,12-19-2020,6164,220,3794
Malawi,12-19-2020,6153,187,5662
Djibouti,12-19-2020,5781,61,5649
Equatorial Guinea,12-19-2020,5214,85,5064
Burkina Faso,12-19-2020,4954,74,3504
Central African Republic,12-19-2020,4936,63,1924
Somalia,12-19-2020,4662,124,3566
Gambia,12-19-2020,3786,123,3656
Togo,12-19-2020,3396,66,2974
South Sudan,12-19-2020,3228,62,3090
Benin,12-19-2020,3152,44,2972
Niger,12-19-2020,2612,86,1406
Lesotho,12-19-2020,2546,48,1445
Sierra Leone,12-19-2020,2497,75,1854
Guinea-Bissau,12-19-2020,2447,44,2378
Chad,12-19-2020,1867,102,1632
Liberia,12-19-2020,1779,83,1406
Sao Tome and Principe,12-19-2020,1012,17,958
Burundi,12-19-2020,761,2,687
Eritrea,12-19-2020,754,0,580
Comoros,12-19-2020,643,7,610
Mauritius,12-19-2020,524,10,489
Tanzania,12-19-2020,509,21,183
Seychelles,12-19-2020,202,0,184
