Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-12-2020,648214,15427,576423
Egypt,09-12-2020,100856,5627,83261
Morocco,09-12-2020,84435,1553,65867
Ethiopia,09-12-2020,63888,996,24493
Nigeria,09-12-2020,56177,1078,44088
Algeria,09-12-2020,48007,1605,33875
Ghana,09-12-2020,45434,286,44342
Kenya,09-12-2020,35969,619,22771
Libya,09-12-2020,22348,354,12100
Cameroon,09-12-2020,20009,415,18837
Cote d'Ivoire,09-12-2020,18916,119,17960
Madagascar,09-12-2020,15737,210,14349
Senegal,09-12-2020,14237,295,10373
Sudan,09-12-2020,13470,834,6731
Zambia,09-12-2020,13466,312,12007
Congo (Kinshasa),09-12-2020,10385,262,9719
Guinea,09-12-2020,10020,63,9251
Namibia,09-12-2020,9604,98,5811
Gabon,09-12-2020,8643,53,7706
Zimbabwe,09-12-2020,7508,224,5675
Mauritania,09-12-2020,7274,161,6804
Tunisia,09-12-2020,6635,107,1991
Malawi,09-12-2020,5678,177,3724
Djibouti,09-12-2020,5394,61,5327
Eswatini,09-12-2020,5050,98,4188
Mozambique,09-12-2020,5040,35,2905
Equatorial Guinea,09-12-2020,4996,83,4490
Congo (Brazzaville),09-12-2020,4928,88,3887
Central African Republic,09-12-2020,4749,62,1825
Cabo Verde,09-12-2020,4711,44,4104
Uganda,09-12-2020,4703,52,1998
Rwanda,09-12-2020,4565,22,2544
Gambia,09-12-2020,3376,102,1617
Somalia,09-12-2020,3376,98,2791
Angola,09-12-2020,3335,132,1289
Mali,09-12-2020,2916,128,2276
South Sudan,09-12-2020,2578,49,1290
Guinea-Bissau,09-12-2020,2275,39,1127
Botswana,09-12-2020,2252,10,546
Benin,09-12-2020,2242,40,1793
Sierra Leone,09-12-2020,2096,72,1634
Togo,09-12-2020,1555,37,1189
Burkina Faso,09-12-2020,1514,56,1127
Liberia,09-12-2020,1316,82,1210
Lesotho,09-12-2020,1245,33,528
Niger,09-12-2020,1178,69,1100
Chad,09-12-2020,1083,80,938
Sao Tome and Principe,09-12-2020,906,15,866
Tanzania,09-12-2020,509,21,183
Burundi,09-12-2020,471,1,374
Comoros,09-12-2020,456,7,415
Mauritius,09-12-2020,361,10,335
Eritrea,09-12-2020,361,0,304
Seychelles,09-12-2020,139,0,136
Western Sahara,09-12-2020,10,1,8
