Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-14-2020,696414,18151,626898
Morocco,10-14-2020,160333,2726,133959
Egypt,10-14-2020,104915,6077,97920
Ethiopia,10-14-2020,86430,1312,40165
Nigeria,10-14-2020,60834,1116,52143
Algeria,10-14-2020,53584,1827,37603
Ghana,10-14-2020,47126,310,46469
Libya,10-14-2020,45821,669,25301
Kenya,10-14-2020,42541,797,31428
Tunisia,10-14-2020,34790,512,5032
Cameroon,10-14-2020,21441,423,20117
Cote d'Ivoire,10-14-2020,20217,120,19872
Madagascar,10-14-2020,16754,237,16124
Zambia,10-14-2020,15616,345,14850
Senegal,10-14-2020,15331,316,13571
Sudan,10-14-2020,13691,836,6764
Namibia,10-14-2020,12069,130,10145
Guinea,10-14-2020,11188,70,10352
Congo (Kinshasa),10-14-2020,10935,281,10306
Mozambique,10-14-2020,10392,73,8035
Uganda,10-14-2020,10069,95,6531
Gabon,10-14-2020,8869,54,8395
Zimbabwe,10-14-2020,8055,231,7640
Mauritania,10-14-2020,7572,163,7314
Cabo Verde,10-14-2020,7371,79,6270
Angola,10-14-2020,6846,227,2801
Malawi,10-14-2020,5829,181,4723
Eswatini,10-14-2020,5715,114,5347
Djibouti,10-14-2020,5440,61,5366
Congo (Brazzaville),10-14-2020,5156,92,3887
Equatorial Guinea,10-14-2020,5068,83,4954
Rwanda,10-14-2020,4940,33,4398
Central African Republic,10-14-2020,4855,62,1924
Somalia,10-14-2020,3864,99,3089
Gambia,10-14-2020,3642,118,2595
Botswana,10-14-2020,3515,20,853
Mali,10-14-2020,3352,132,2550
South Sudan,10-14-2020,2798,55,1290
Benin,10-14-2020,2478,41,2330
Guinea-Bissau,10-14-2020,2389,41,1782
Sierra Leone,10-14-2020,2315,73,1743
Burkina Faso,10-14-2020,2305,63,1581
Togo,10-14-2020,1983,51,1473
Lesotho,10-14-2020,1833,42,961
Liberia,10-14-2020,1372,82,1254
Chad,10-14-2020,1329,92,1120
Niger,10-14-2020,1205,69,1124
Sao Tome and Principe,10-14-2020,929,15,896
Burundi,10-14-2020,529,1,497
Tanzania,10-14-2020,509,21,183
Comoros,10-14-2020,496,7,484
Eritrea,10-14-2020,414,0,372
Mauritius,10-14-2020,407,10,361
Seychelles,10-14-2020,148,0,144
Western Sahara,10-14-2020,10,1,8
