Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-15-2020,651521,15641,583126
Egypt,09-15-2020,101340,5679,85745
Morocco,09-15-2020,90324,1648,71047
Ethiopia,09-15-2020,65486,1035,25988
Nigeria,09-15-2020,56478,1088,44430
Algeria,09-15-2020,48734,1632,34385
Ghana,09-15-2020,45655,294,44797
Kenya,09-15-2020,36301,634,23364
Libya,09-15-2020,24144,383,13252
Cameroon,09-15-2020,20271,415,18837
Cote d'Ivoire,09-15-2020,19100,120,18228
Madagascar,09-15-2020,15803,214,14452
Senegal,09-15-2020,14529,298,10692
Zambia,09-15-2020,13819,324,12590
Sudan,09-15-2020,13535,836,6759
Congo (Kinshasa),09-15-2020,10401,267,9817
Guinea,09-15-2020,10111,63,9444
Namibia,09-15-2020,9901,106,7358
Gabon,09-15-2020,8654,53,7785
Tunisia,09-15-2020,7623,123,2262
Zimbabwe,09-15-2020,7576,224,5783
Mauritania,09-15-2020,7319,161,6839
Mozambique,09-15-2020,5713,37,3181
Malawi,09-15-2020,5701,178,3762
Djibouti,09-15-2020,5396,61,5331
Eswatini,09-15-2020,5128,101,4401
Uganda,09-15-2020,5123,58,2333
Equatorial Guinea,09-15-2020,5000,83,4496
Congo (Brazzaville),09-15-2020,4934,88,3887
Cabo Verde,09-15-2020,4904,46,4294
Central African Republic,09-15-2020,4772,62,1828
Rwanda,09-15-2020,4624,22,2767
Angola,09-15-2020,3569,139,1332
Gambia,09-15-2020,3428,105,1737
Somalia,09-15-2020,3390,98,2812
Mali,09-15-2020,2940,128,2302
South Sudan,09-15-2020,2592,49,1290
Botswana,09-15-2020,2463,11,575
Guinea-Bissau,09-15-2020,2275,39,1127
Benin,09-15-2020,2267,40,1942
Sierra Leone,09-15-2020,2126,72,1640
Burkina Faso,09-15-2020,1733,56,1141
Togo,09-15-2020,1595,40,1219
Liberia,09-15-2020,1327,82,1214
Lesotho,09-15-2020,1327,33,687
Niger,09-15-2020,1182,69,1104
Chad,09-15-2020,1087,81,944
Sao Tome and Principe,09-15-2020,907,15,871
Tanzania,09-15-2020,509,21,183
Burundi,09-15-2020,472,1,374
Comoros,09-15-2020,467,7,446
Mauritius,09-15-2020,365,10,338
Eritrea,09-15-2020,364,0,304
Seychelles,09-15-2020,140,0,136
Western Sahara,09-15-2020,10,1,8
