Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-19-2020,759658,20671,702544
Morocco,11-19-2020,311554,5090,257992
Egypt,11-19-2020,111955,6508,101564
Ethiopia,11-19-2020,104427,1607,64983
Tunisia,11-19-2020,83772,2541,58229
Libya,11-19-2020,76006,1062,46793
Kenya,11-19-2020,74145,1330,50658
Algeria,11-19-2020,71652,2224,46962
Nigeria,11-19-2020,65839,1165,61573
Ghana,11-19-2020,50631,323,49103
Cameroon,11-19-2020,23528,435,22177
Cote d'Ivoire,11-19-2020,21083,129,20729
Zambia,11-19-2020,17350,356,16591
Madagascar,11-19-2020,17310,250,16592
Uganda,11-19-2020,17148,158,8426
Senegal,11-19-2020,15835,329,15440
Sudan,11-19-2020,15299,1179,9670
Mozambique,11-19-2020,14723,120,12849
Angola,11-19-2020,14134,333,7062
Namibia,11-19-2020,13662,141,13182
Guinea,11-19-2020,12713,75,11689
Congo (Kinshasa),11-19-2020,12008,323,11215
Cabo Verde,11-19-2020,10082,104,9557
Botswana,11-19-2020,9594,31,7296
Gabon,11-19-2020,9116,59,8965
Zimbabwe,11-19-2020,9046,265,8195
Mauritania,11-19-2020,8034,168,7554
Eswatini,11-19-2020,6156,119,5831
Malawi,11-19-2020,6002,185,5435
Djibouti,11-19-2020,5658,61,5550
Congo (Brazzaville),11-19-2020,5632,93,3887
Rwanda,11-19-2020,5572,46,5137
Equatorial Guinea,11-19-2020,5121,85,4975
Central African Republic,11-19-2020,4907,63,1924
Somalia,11-19-2020,4382,108,3384
Mali,11-19-2020,4093,142,2997
Gambia,11-19-2020,3705,122,3578
South Sudan,11-19-2020,3016,59,1290
Benin,11-19-2020,2916,43,2579
Togo,11-19-2020,2771,63,2101
Burkina Faso,11-19-2020,2686,68,2476
Guinea-Bissau,11-19-2020,2421,43,2286
Sierra Leone,11-19-2020,2397,74,1823
Lesotho,11-19-2020,2065,44,1273
Chad,11-19-2020,1620,101,1463
Liberia,11-19-2020,1539,82,1331
Niger,11-19-2020,1335,70,1153
Sao Tome and Principe,11-19-2020,974,16,920
Burundi,11-19-2020,641,1,575
Comoros,11-19-2020,592,7,563
Eritrea,11-19-2020,527,0,456
Tanzania,11-19-2020,509,21,183
Mauritius,11-19-2020,494,10,433
Seychelles,11-19-2020,163,0,159
Western Sahara,11-19-2020,10,1,8
