Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-28-2020,620132,13743,533935
Egypt,08-28-2020,98285,5362,70419
Morocco,08-28-2020,58489,1052,43049
Nigeria,08-28-2020,53477,1011,41017
Ethiopia,08-28-2020,48140,758,17415
Ghana,08-28-2020,43949,270,42392
Algeria,08-28-2020,43403,1483,30436
Kenya,08-28-2020,33630,567,19434
Cameroon,08-28-2020,19142,411,17651
Cote d'Ivoire,08-28-2020,17797,115,16315
Madagascar,08-28-2020,14696,187,13709
Senegal,08-28-2020,13384,279,9091
Sudan,08-28-2020,13082,823,6603
Libya,08-28-2020,12629,226,1310
Zambia,08-28-2020,11779,283,10945
Congo (Kinshasa),08-28-2020,9994,255,9035
Guinea,08-28-2020,9251,59,8282
Gabon,08-28-2020,8505,53,7187
Mauritania,08-28-2020,7012,158,6407
Namibia,08-28-2020,6906,65,2789
Zimbabwe,08-28-2020,6388,195,5043
Malawi,08-28-2020,5523,174,3143
Djibouti,08-28-2020,5383,60,5307
Equatorial Guinea,08-28-2020,4941,83,3884
Central African Republic,08-28-2020,4700,61,1784
Eswatini,08-28-2020,4461,91,3210
Congo (Brazzaville),08-28-2020,3979,78,1742
Cabo Verde,08-28-2020,3745,38,2807
Rwanda,08-28-2020,3742,16,1866
Mozambique,08-28-2020,3697,21,2055
Tunisia,08-28-2020,3461,74,1522
Somalia,08-28-2020,3275,95,2443
Gambia,08-28-2020,2797,96,743
Uganda,08-28-2020,2756,28,1288
Mali,08-28-2020,2736,126,2055
South Sudan,08-28-2020,2518,47,1290
Angola,08-28-2020,2471,106,1028
Guinea-Bissau,08-28-2020,2205,34,1127
Benin,08-28-2020,2145,40,1738
Sierra Leone,08-28-2020,2013,70,1581
Botswana,08-28-2020,1562,3,199
Togo,08-28-2020,1365,27,981
Burkina Faso,08-28-2020,1352,55,1058
Liberia,08-28-2020,1298,82,832
Niger,08-28-2020,1175,69,1085
Lesotho,08-28-2020,1051,31,526
Chad,08-28-2020,1008,77,878
Sao Tome and Principe,08-28-2020,895,15,848
Tanzania,08-28-2020,509,21,183
Burundi,08-28-2020,433,1,345
Comoros,08-28-2020,422,7,399
Mauritius,08-28-2020,355,10,335
Eritrea,08-28-2020,317,0,284
Seychelles,08-28-2020,136,0,127
Western Sahara,08-28-2020,10,1,8
