Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-28-2020,785139,21439,723347
Morocco,11-28-2020,349688,5739,298574
Egypt,11-28-2020,115183,6621,102490
Ethiopia,11-28-2020,108930,1695,68250
Tunisia,11-28-2020,94980,3153,69226
Kenya,11-28-2020,82605,1445,54399
Libya,11-28-2020,81273,1153,52299
Algeria,11-28-2020,81212,2393,52568
Nigeria,11-28-2020,67330,1171,62819
Ghana,11-28-2020,51379,323,50298
Cameroon,11-28-2020,24117,437,22177
Cote d'Ivoire,11-28-2020,21261,131,20912
Uganda,11-28-2020,19944,201,8944
Zambia,11-28-2020,17589,357,16925
Sudan,11-28-2020,17404,1235,10175
Madagascar,11-28-2020,17341,251,16657
Senegal,11-28-2020,16027,332,15582
Mozambique,11-28-2020,15586,129,13677
Angola,11-28-2020,15087,345,7763
Namibia,11-28-2020,14285,150,13412
Guinea,11-28-2020,13039,76,11982
Congo (Kinshasa),11-28-2020,12608,333,11495
Cabo Verde,11-28-2020,10700,105,10161
Botswana,11-28-2020,10258,31,7717
Zimbabwe,11-28-2020,9822,275,8472
Gabon,11-28-2020,9191,59,9037
Mauritania,11-28-2020,8458,172,7665
Eswatini,11-28-2020,6406,121,5987
Malawi,11-28-2020,6025,185,5453
Rwanda,11-28-2020,5891,47,5480
Congo (Brazzaville),11-28-2020,5774,94,4988
Djibouti,11-28-2020,5676,61,5577
Equatorial Guinea,11-28-2020,5153,85,5009
Central African Republic,11-28-2020,4913,63,1924
Mali,11-28-2020,4659,149,3138
Somalia,11-28-2020,4451,113,3417
Gambia,11-28-2020,3731,123,3590
South Sudan,11-28-2020,3104,61,2954
Benin,11-28-2020,2974,43,2819
Togo,11-28-2020,2946,64,2435
Burkina Faso,11-28-2020,2816,68,2579
Guinea-Bissau,11-28-2020,2422,43,2309
Sierra Leone,11-28-2020,2410,74,1834
Lesotho,11-28-2020,2109,44,1278
Chad,11-28-2020,1663,101,1504
Liberia,11-28-2020,1595,83,1343
Niger,11-28-2020,1484,70,1205
Sao Tome and Principe,11-28-2020,989,17,930
Burundi,11-28-2020,681,1,575
Comoros,11-28-2020,611,7,586
Eritrea,11-28-2020,577,0,498
Tanzania,11-28-2020,509,21,183
Mauritius,11-28-2020,501,10,443
Seychelles,11-28-2020,173,0,162
Western Sahara,11-28-2020,10,1,8
