Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-24-2020,968563,25983,822978
Morocco,12-24-2020,425864,7130,388728
Egypt,12-24-2020,128993,7260,108474
Tunisia,12-24-2020,126752,4324,97776
Ethiopia,12-24-2020,121399,1882,106845
Libya,12-24-2020,97192,1399,67661
Algeria,12-24-2020,97007,2705,64777
Kenya,12-24-2020,95431,1652,76720
Nigeria,12-24-2020,81963,1242,69651
Ghana,12-24-2020,54043,333,52777
Uganda,12-24-2020,32914,245,10821
Cameroon,12-24-2020,26277,448,24892
Sudan,12-24-2020,23316,1468,13524
Cote d'Ivoire,12-24-2020,22071,133,21629
Namibia,12-24-2020,20579,187,17198
Zambia,12-24-2020,19234,381,18036
Senegal,12-24-2020,18200,381,16742
Mozambique,12-24-2020,18031,156,16015
Madagascar,12-24-2020,17633,260,17147
Angola,12-24-2020,17029,393,9729
Congo (Kinshasa),12-24-2020,16282,573,13982
Botswana,12-24-2020,14025,40,11627
Guinea,12-24-2020,13630,80,13039
Mauritania,12-24-2020,13118,301,9490
Zimbabwe,12-24-2020,12786,339,10314
Cabo Verde,12-24-2020,11688,112,11366
Gabon,12-24-2020,9469,64,9310
Eswatini,12-24-2020,8032,154,6952
Rwanda,12-24-2020,7670,69,6203
Congo (Brazzaville),12-24-2020,6571,100,4988
Mali,12-24-2020,6441,235,3968
Malawi,12-24-2020,6277,187,5676
Burkina Faso,12-24-2020,5941,77,4129
Djibouti,12-24-2020,5800,61,5690
Equatorial Guinea,12-24-2020,5236,85,5078
Central African Republic,12-24-2020,4948,63,1924
Somalia,12-24-2020,4690,127,3605
Gambia,12-24-2020,3791,123,3659
Togo,12-24-2020,3520,68,3186
South Sudan,12-24-2020,3455,62,3118
Benin,12-24-2020,3205,44,3061
Niger,12-24-2020,2933,90,1579
Lesotho,12-24-2020,2725,51,1466
Sierra Leone,12-24-2020,2531,76,1866
Guinea-Bissau,12-24-2020,2447,45,2386
Chad,12-24-2020,1958,102,1651
Liberia,12-24-2020,1779,83,1406
Sao Tome and Principe,12-24-2020,1012,17,960
Eritrea,12-24-2020,951,1,600
Burundi,12-24-2020,773,2,687
Comoros,12-24-2020,715,7,626
Mauritius,12-24-2020,527,10,496
Tanzania,12-24-2020,509,21,183
Seychelles,12-24-2020,205,0,184
