Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-26-2020,615701,13502,525242
Egypt,08-26-2020,97825,5317,68713
Morocco,08-26-2020,55864,984,40586
Nigeria,08-26-2020,53021,1010,40281
Ethiopia,08-26-2020,45221,725,16311
Ghana,08-26-2020,43769,270,42048
Algeria,08-26-2020,42619,1465,29886
Kenya,08-26-2020,33016,564,19296
Cameroon,08-26-2020,18973,410,16540
Cote d'Ivoire,08-26-2020,17603,114,15941
Madagascar,08-26-2020,14554,181,13582
Senegal,08-26-2020,13186,275,8852
Sudan,08-26-2020,12974,819,6557
Libya,08-26-2020,11834,210,1152
Zambia,08-26-2020,11376,282,10693
Congo (Kinshasa),08-26-2020,9912,254,8987
Guinea,08-26-2020,9167,57,8150
Gabon,08-26-2020,8468,53,7066
Mauritania,08-26-2020,6977,158,6356
Namibia,08-26-2020,6431,59,2734
Zimbabwe,08-26-2020,6251,179,5001
Malawi,08-26-2020,5474,173,3085
Djibouti,08-26-2020,5383,60,5297
Equatorial Guinea,08-26-2020,4928,83,3798
Central African Republic,08-26-2020,4698,61,1778
Eswatini,08-26-2020,4387,88,3078
Congo (Brazzaville),08-26-2020,3979,78,1742
Cabo Verde,08-26-2020,3630,38,2713
Rwanda,08-26-2020,3625,15,1810
Mozambique,08-26-2020,3590,21,1927
Somalia,08-26-2020,3275,95,2443
Tunisia,08-26-2020,3206,71,1476
Mali,08-26-2020,2717,126,2052
Gambia,08-26-2020,2708,93,611
Uganda,08-26-2020,2524,26,1268
South Sudan,08-26-2020,2510,47,1290
Angola,08-26-2020,2332,103,977
Guinea-Bissau,08-26-2020,2205,34,1127
Benin,08-26-2020,2145,40,1738
Sierra Leone,08-26-2020,2003,69,1577
Botswana,08-26-2020,1562,3,199
Burkina Faso,08-26-2020,1352,55,1058
Togo,08-26-2020,1326,27,946
Liberia,08-26-2020,1298,82,832
Niger,08-26-2020,1173,69,1084
Lesotho,08-26-2020,1051,31,526
Chad,08-26-2020,998,77,873
Sao Tome and Principe,08-26-2020,892,15,842
Tanzania,08-26-2020,509,21,183
Burundi,08-26-2020,430,1,345
Comoros,08-26-2020,417,7,399
Mauritius,08-26-2020,348,10,335
Eritrea,08-26-2020,315,0,276
Seychelles,08-26-2020,136,0,127
Western Sahara,08-26-2020,10,1,8
