Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-28-2020,719714,19111,648654
Morocco,10-28-2020,207718,3506,171591
Egypt,10-28-2020,107030,6234,99174
Ethiopia,10-28-2020,94820,1451,49886
Nigeria,10-28-2020,62371,1139,58095
Libya,10-28-2020,58874,823,32962
Algeria,10-28-2020,57026,1941,39635
Tunisia,10-28-2020,54278,1153,5032
Kenya,10-28-2020,51851,934,35258
Ghana,10-28-2020,47775,316,46971
Cameroon,10-28-2020,21793,426,20117
Cote d'Ivoire,10-28-2020,20555,124,20241
Madagascar,10-28-2020,16968,244,16301
Zambia,10-28-2020,16285,348,15559
Senegal,10-28-2020,15582,322,14565
Sudan,10-28-2020,13765,837,6764
Namibia,10-28-2020,12806,133,10929
Mozambique,10-28-2020,12415,91,9785
Guinea,10-28-2020,11819,71,10505
Uganda,10-28-2020,11767,106,7461
Congo (Kinshasa),10-28-2020,11211,305,10509
Angola,10-28-2020,10074,275,3693
Gabon,10-28-2020,8957,55,8619
Cabo Verde,10-28-2020,8548,94,7701
Zimbabwe,10-28-2020,8320,242,7845
Mauritania,10-28-2020,7688,163,7401
Botswana,10-28-2020,6283,21,4438
Malawi,10-28-2020,5904,184,5300
Eswatini,10-28-2020,5886,116,5542
Djibouti,10-28-2020,5555,61,5427
Congo (Brazzaville),10-28-2020,5253,92,3887
Rwanda,10-28-2020,5129,35,4851
Equatorial Guinea,10-28-2020,5083,83,4964
Central African Republic,10-28-2020,4863,62,1924
Somalia,10-28-2020,3941,104,3185
Gambia,10-28-2020,3666,119,2666
Mali,10-28-2020,3530,136,2667
South Sudan,10-28-2020,2890,56,1290
Benin,10-28-2020,2643,41,2330
Burkina Faso,10-28-2020,2466,67,2181
Guinea-Bissau,10-28-2020,2403,41,1818
Sierra Leone,10-28-2020,2354,74,1792
Togo,10-28-2020,2238,54,1620
Lesotho,10-28-2020,1947,43,975
Chad,10-28-2020,1468,97,1306
Liberia,10-28-2020,1419,82,1278
Niger,10-28-2020,1218,69,1132
Sao Tome and Principe,10-28-2020,943,15,903
Burundi,10-28-2020,559,1,511
Comoros,10-28-2020,517,7,494
Tanzania,10-28-2020,509,21,183
Eritrea,10-28-2020,461,0,405
Mauritius,10-28-2020,439,10,389
Seychelles,10-28-2020,153,0,149
Western Sahara,10-28-2020,10,1,8
