Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-18-2020,592144,12264,485468
Egypt,08-18-2020,96753,5184,61562
Nigeria,08-18-2020,49895,981,37051
Morocco,08-18-2020,44803,714,31002
Ghana,08-18-2020,42993,248,40796
Algeria,08-18-2020,39444,1391,27653
Ethiopia,08-18-2020,32722,572,12938
Kenya,08-18-2020,30636,487,17368
Cameroon,08-18-2020,18599,406,16540
Cote d'Ivoire,08-18-2020,17150,110,14183
Madagascar,08-18-2020,14009,173,12767
Sudan,08-18-2020,12485,805,6398
Senegal,08-18-2020,12305,256,7767
Zambia,08-18-2020,9981,264,8776
Congo (Kinshasa),08-18-2020,9721,243,8882
Libya,08-18-2020,9068,164,1003
Guinea,08-18-2020,8715,52,7532
Gabon,08-18-2020,8270,53,6404
Mauritania,08-18-2020,6789,157,6051
Zimbabwe,08-18-2020,5378,141,4105
Djibouti,08-18-2020,5374,59,5216
Malawi,08-18-2020,5193,163,2716
Equatorial Guinea,08-18-2020,4821,83,2182
Central African Republic,08-18-2020,4679,61,1755
Namibia,08-18-2020,4464,37,2407
Eswatini,08-18-2020,3989,76,2587
Congo (Brazzaville),08-18-2020,3831,76,1625
Somalia,08-18-2020,3257,93,2374
Cabo Verde,08-18-2020,3253,36,2390
Mozambique,08-18-2020,2991,19,1245
Mali,08-18-2020,2666,125,1990
Rwanda,08-18-2020,2577,10,1683
South Sudan,08-18-2020,2490,47,1175
Tunisia,08-18-2020,2314,57,1370
Guinea-Bissau,08-18-2020,2117,33,1015
Gambia,08-18-2020,2116,63,415
Benin,08-18-2020,2063,39,1690
Angola,08-18-2020,1966,90,667
Sierra Leone,08-18-2020,1959,69,1529
Uganda,08-18-2020,1603,15,1165
Botswana,08-18-2020,1308,3,136
Liberia,08-18-2020,1282,82,803
Burkina Faso,08-18-2020,1280,55,1018
Togo,08-18-2020,1173,27,868
Niger,08-18-2020,1167,69,1079
Chad,08-18-2020,970,76,865
Lesotho,08-18-2020,946,30,271
Sao Tome and Principe,08-18-2020,885,15,821
Tanzania,08-18-2020,509,21,183
Burundi,08-18-2020,416,1,336
Comoros,08-18-2020,406,7,393
Mauritius,08-18-2020,346,10,334
Eritrea,08-18-2020,304,0,261
Seychelles,08-18-2020,127,0,126
Western Sahara,08-18-2020,10,1,8
