Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-30-2020,790004,21535,731242
Morocco,11-30-2020,356336,5846,305291
Egypt,11-30-2020,115911,6650,102718
Ethiopia,11-30-2020,110074,1706,73808
Tunisia,11-30-2020,96769,3260,70851
Kenya,11-30-2020,83618,1469,55344
Algeria,11-30-2020,83199,2431,53809
Libya,11-30-2020,82809,1183,53818
Nigeria,11-30-2020,67557,1173,63282
Ghana,11-30-2020,51667,323,50547
Cameroon,11-30-2020,24445,437,22177
Cote d'Ivoire,11-30-2020,21331,132,20964
Uganda,11-30-2020,20459,205,8989
Sudan,11-30-2020,17810,1249,10302
Zambia,11-30-2020,17647,357,16998
Madagascar,11-30-2020,17341,251,16657
Senegal,11-30-2020,16089,333,15607
Mozambique,11-30-2020,15701,131,13729
Angola,11-30-2020,15139,348,7851
Namibia,11-30-2020,14380,151,13535
Guinea,11-30-2020,13119,76,12045
Congo (Kinshasa),11-30-2020,12772,333,11585
Cabo Verde,11-30-2020,10761,105,10329
Botswana,11-30-2020,10742,34,7912
Zimbabwe,11-30-2020,9950,276,8482
Gabon,11-30-2020,9214,60,9066
Mauritania,11-30-2020,8601,177,7732
Eswatini,11-30-2020,6419,122,6006
Malawi,11-30-2020,6028,185,5455
Rwanda,11-30-2020,5934,49,5516
Congo (Brazzaville),11-30-2020,5774,94,4988
Djibouti,11-30-2020,5679,61,5584
Equatorial Guinea,11-30-2020,5153,85,5009
Central African Republic,11-30-2020,4913,63,1924
Mali,11-30-2020,4710,156,3206
Somalia,11-30-2020,4451,113,3417
Gambia,11-30-2020,3742,123,3601
South Sudan,11-30-2020,3109,61,2954
Benin,11-30-2020,3015,43,2839
Togo,11-30-2020,2974,64,2478
Burkina Faso,11-30-2020,2886,68,2593
Guinea-Bissau,11-30-2020,2441,44,2327
Sierra Leone,11-30-2020,2412,74,1836
Lesotho,11-30-2020,2109,44,1278
Chad,11-30-2020,1688,101,1525
Liberia,11-30-2020,1595,83,1343
Niger,11-30-2020,1548,72,1210
Sao Tome and Principe,11-30-2020,991,17,933
Burundi,11-30-2020,688,1,575
Comoros,11-30-2020,611,7,586
Eritrea,11-30-2020,577,0,498
Tanzania,11-30-2020,509,21,183
Mauritius,11-30-2020,504,10,456
Seychelles,11-30-2020,183,0,162
Western Sahara,11-30-2020,10,1,8
