Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-23-2020,769759,20968,711195
Morocco,11-23-2020,327528,5396,275158
Egypt,11-23-2020,113381,6560,101981
Ethiopia,11-23-2020,106203,1651,65839
Tunisia,11-23-2020,89196,2862,63846
Libya,11-23-2020,78473,1102,49592
Kenya,11-23-2020,77785,1392,51903
Algeria,11-23-2020,75867,2294,49421
Nigeria,11-23-2020,66439,1168,62241
Ghana,11-23-2020,50941,323,49599
Cameroon,11-23-2020,23842,435,22177
Cote d'Ivoire,11-23-2020,21148,131,20819
Uganda,11-23-2020,18165,181,8675
Zambia,11-23-2020,17454,357,16701
Madagascar,11-23-2020,17341,251,16657
Sudan,11-23-2020,16052,1197,9737
Senegal,11-23-2020,15897,330,15516
Mozambique,11-23-2020,15109,126,13229
Angola,11-23-2020,14634,337,7351
Namibia,11-23-2020,13897,145,13234
Guinea,11-23-2020,12841,75,11853
Congo (Kinshasa),11-23-2020,12278,329,11386
Cabo Verde,11-23-2020,10302,104,9791
Botswana,11-23-2020,9992,31,7692
Zimbabwe,11-23-2020,9308,273,8288
Gabon,11-23-2020,9150,59,8999
Mauritania,11-23-2020,8167,169,7609
Eswatini,11-23-2020,6233,120,5869
Malawi,11-23-2020,6009,185,5443
Rwanda,11-23-2020,5726,47,5197
Djibouti,11-23-2020,5668,61,5555
Congo (Brazzaville),11-23-2020,5632,93,4988
Equatorial Guinea,11-23-2020,5137,85,5005
Central African Republic,11-23-2020,4911,63,1924
Somalia,11-23-2020,4445,113,3412
Mali,11-23-2020,4326,146,3044
Gambia,11-23-2020,3726,123,3582
South Sudan,11-23-2020,3047,60,1290
Benin,11-23-2020,2916,43,2579
Togo,11-23-2020,2854,64,2274
Burkina Faso,11-23-2020,2754,68,2552
Guinea-Bissau,11-23-2020,2422,43,2309
Sierra Leone,11-23-2020,2406,74,1828
Lesotho,11-23-2020,2086,44,1276
Chad,11-23-2020,1648,101,1476
Liberia,11-23-2020,1551,82,1331
Niger,11-23-2020,1381,70,1166
Sao Tome and Principe,11-23-2020,981,17,926
Burundi,11-23-2020,664,1,575
Comoros,11-23-2020,596,7,572
Eritrea,11-23-2020,558,0,473
Tanzania,11-23-2020,509,21,183
Mauritius,11-23-2020,494,10,433
Seychelles,11-23-2020,166,0,159
Western Sahara,11-23-2020,10,1,8
