Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-05-2020,732414,19677,671579
Morocco,11-05-2020,240951,4059,197215
Egypt,11-05-2020,108530,6329,100006
Ethiopia,11-05-2020,98391,1508,57114
Tunisia,11-05-2020,66334,1577,36727
Libya,11-05-2020,65440,907,38110
Nigeria,11-05-2020,63508,1155,59748
Algeria,11-05-2020,60169,2011,41244
Kenya,11-05-2020,59595,1072,39193
Ghana,11-05-2020,48788,320,47521
Cameroon,11-05-2020,22103,429,21151
Cote d'Ivoire,11-05-2020,20789,126,20466
Madagascar,11-05-2020,17111,244,16409
Zambia,11-05-2020,16770,349,15827
Senegal,11-05-2020,15668,326,15273
Sudan,11-05-2020,13943,837,6764
Uganda,11-05-2020,13568,117,7645
Mozambique,11-05-2020,13391,97,11177
Namibia,11-05-2020,13090,133,11438
Guinea,11-05-2020,12363,73,10751
Angola,11-05-2020,12102,299,5350
Congo (Kinshasa),11-05-2020,11450,315,10786
Cabo Verde,11-05-2020,9149,97,8289
Gabon,11-05-2020,9005,55,8846
Zimbabwe,11-05-2020,8444,248,7975
Botswana,11-05-2020,7835,27,5534
Mauritania,11-05-2020,7777,165,7463
Eswatini,11-05-2020,5967,117,5694
Malawi,11-05-2020,5940,184,5338
Djibouti,11-05-2020,5599,61,5479
Congo (Brazzaville),11-05-2020,5348,92,3887
Rwanda,11-05-2020,5192,36,4940
Equatorial Guinea,11-05-2020,5092,85,4968
Central African Republic,11-05-2020,4866,62,1924
Somalia,11-05-2020,4229,107,3247
Gambia,11-05-2020,3681,120,3518
Mali,11-05-2020,3633,137,2807
South Sudan,11-05-2020,2943,59,1290
Benin,11-05-2020,2745,43,2466
Burkina Faso,11-05-2020,2550,67,2347
Togo,11-05-2020,2442,57,1708
Guinea-Bissau,11-05-2020,2414,42,1862
Sierra Leone,11-05-2020,2371,74,1805
Lesotho,11-05-2020,1963,44,988
Chad,11-05-2020,1529,99,1354
Liberia,11-05-2020,1440,82,1305
Niger,11-05-2020,1226,69,1142
Sao Tome and Principe,11-05-2020,958,16,909
Burundi,11-05-2020,606,1,511
Comoros,11-05-2020,557,7,525
Tanzania,11-05-2020,509,21,183
Eritrea,11-05-2020,484,0,429
Mauritius,11-05-2020,453,10,416
Seychelles,11-05-2020,157,0,151
Western Sahara,11-05-2020,10,1,8
