Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-05-2020,810449,22067,744298
Morocco,12-05-2020,376738,6184,327693
Egypt,12-05-2020,118014,6750,103324
Ethiopia,12-05-2020,112740,1745,79579
Tunisia,12-05-2020,102991,3526,76441
Kenya,12-05-2020,87984,1518,68532
Algeria,12-05-2020,87502,2501,56617
Libya,12-05-2020,85529,1219,56048
Nigeria,12-05-2020,68937,1180,64650
Ghana,12-05-2020,52096,325,50924
Cameroon,12-05-2020,24752,443,23344
Uganda,12-05-2020,22188,206,9117
Cote d'Ivoire,12-05-2020,21441,132,21090
Sudan,12-05-2020,19196,1290,10942
Zambia,12-05-2020,17898,364,17168
Madagascar,12-05-2020,17513,255,16927
Senegal,12-05-2020,16397,337,15731
Mozambique,12-05-2020,16133,133,14343
Angola,12-05-2020,15536,354,8335
Namibia,12-05-2020,14950,152,13908
Congo (Kinshasa),12-05-2020,13413,342,11857
Guinea,12-05-2020,13233,76,12355
Botswana,12-05-2020,11531,34,8978
Cabo Verde,12-05-2020,11036,109,10541
Zimbabwe,12-05-2020,10617,291,8844
Mauritania,12-05-2020,9359,184,7835
Gabon,12-05-2020,9254,60,9106
Eswatini,12-05-2020,6495,122,6078
Rwanda,12-05-2020,6084,51,5696
Malawi,12-05-2020,6049,185,5476
Congo (Brazzaville),12-05-2020,5774,94,4988
Djibouti,12-05-2020,5692,61,5592
Equatorial Guinea,12-05-2020,5159,85,5023
Mali,12-05-2020,5062,163,3334
Central African Republic,12-05-2020,4922,63,1924
Somalia,12-05-2020,4525,121,3480
Gambia,12-05-2020,3770,123,3615
South Sudan,12-05-2020,3166,62,2977
Burkina Faso,12-05-2020,3156,68,2697
Benin,12-05-2020,3055,44,2907
Togo,12-05-2020,3051,65,2599
Guinea-Bissau,12-05-2020,2441,44,2327
Sierra Leone,12-05-2020,2420,74,1843
Lesotho,12-05-2020,2150,44,1278
Niger,12-05-2020,1789,77,1237
Chad,12-05-2020,1722,102,1561
Liberia,12-05-2020,1676,83,1358
Sao Tome and Principe,12-05-2020,999,17,937
Burundi,12-05-2020,694,1,575
Eritrea,12-05-2020,632,0,508
Comoros,12-05-2020,616,7,600
Tanzania,12-05-2020,509,21,183
Mauritius,12-05-2020,508,10,465
Seychelles,12-05-2020,184,0,168
Western Sahara,12-05-2020,10,1,8
