Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-19-2020,596060,12423,491441
Egypt,08-19-2020,96914,5197,62553
Nigeria,08-19-2020,50488,985,37304
Morocco,08-19-2020,46313,743,31576
Ghana,08-19-2020,43094,256,40963
Algeria,08-19-2020,39847,1402,27971
Ethiopia,08-19-2020,34058,600,13308
Kenya,08-19-2020,31015,506,17612
Cameroon,08-19-2020,18624,406,16540
Cote d'Ivoire,08-19-2020,17232,111,14422
Madagascar,08-19-2020,14074,173,12921
Sudan,08-19-2020,12546,808,6429
Senegal,08-19-2020,12446,258,7877
Zambia,08-19-2020,10218,269,9126
Congo (Kinshasa),08-19-2020,9741,246,8895
Libya,08-19-2020,9463,169,1018
Guinea,08-19-2020,8792,53,7574
Gabon,08-19-2020,8319,53,6614
Mauritania,08-19-2020,6829,158,6094
Zimbabwe,08-19-2020,5643,150,4442
Djibouti,08-19-2020,5374,59,5216
Malawi,08-19-2020,5240,164,2857
Equatorial Guinea,08-19-2020,4892,83,2713
Central African Republic,08-19-2020,4679,61,1755
Namibia,08-19-2020,4665,39,2426
Eswatini,08-19-2020,4058,79,2611
Congo (Brazzaville),08-19-2020,3850,77,1625
Cabo Verde,08-19-2020,3321,36,2442
Somalia,08-19-2020,3265,93,2396
Mozambique,08-19-2020,3045,19,1291
Mali,08-19-2020,2667,125,1993
Rwanda,08-19-2020,2644,10,1698
South Sudan,08-19-2020,2494,47,1290
Tunisia,08-19-2020,2427,60,1395
Gambia,08-19-2020,2288,77,435
Guinea-Bissau,08-19-2020,2117,33,1015
Benin,08-19-2020,2095,39,1690
Angola,08-19-2020,2015,92,698
Sierra Leone,08-19-2020,1961,69,1531
Uganda,08-19-2020,1656,16,1188
Botswana,08-19-2020,1308,3,136
Burkina Faso,08-19-2020,1285,55,1023
Liberia,08-19-2020,1282,82,803
Togo,08-19-2020,1190,27,875
Niger,08-19-2020,1167,69,1079
Chad,08-19-2020,971,76,868
Lesotho,08-19-2020,946,30,271
Sao Tome and Principe,08-19-2020,885,15,826
Tanzania,08-19-2020,509,21,183
Burundi,08-19-2020,422,1,336
Comoros,08-19-2020,406,7,393
Mauritius,08-19-2020,346,10,334
Eritrea,08-19-2020,304,0,261
Seychelles,08-19-2020,132,0,126
Western Sahara,08-19-2020,10,1,8
