Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-12-2020,693359,17863,624659
Morocco,10-12-2020,153761,2636,129498
Egypt,10-12-2020,104648,6062,97743
Ethiopia,10-12-2020,85136,1301,38904
Nigeria,10-12-2020,60430,1115,51943
Algeria,10-12-2020,53325,1809,37382
Ghana,10-12-2020,47030,308,46424
Libya,10-12-2020,43821,644,24466
Kenya,10-12-2020,41619,777,32000
Tunisia,10-12-2020,32556,478,5032
Cameroon,10-12-2020,21203,423,20117
Cote d'Ivoire,10-12-2020,20155,120,19831
Madagascar,10-12-2020,16726,237,16081
Zambia,10-12-2020,15549,345,14682
Senegal,10-12-2020,15292,315,13390
Sudan,10-12-2020,13691,836,6764
Namibia,10-12-2020,11989,129,9913
Guinea,10-12-2020,11062,70,10337
Congo (Kinshasa),10-12-2020,10868,276,10249
Mozambique,10-12-2020,10088,72,7550
Uganda,10-12-2020,9864,94,6109
Gabon,10-12-2020,8860,54,8298
Zimbabwe,10-12-2020,8021,230,7627
Mauritania,10-12-2020,7554,163,7297
Cabo Verde,10-12-2020,7155,75,6075
Angola,10-12-2020,6488,219,2744
Malawi,10-12-2020,5824,180,4659
Eswatini,10-12-2020,5683,113,5322
Djibouti,10-12-2020,5426,61,5360
Congo (Brazzaville),10-12-2020,5118,90,3887
Equatorial Guinea,10-12-2020,5066,83,4954
Rwanda,10-12-2020,4905,32,3877
Central African Republic,10-12-2020,4854,62,1924
Somalia,10-12-2020,3864,99,3089
Gambia,10-12-2020,3636,118,2593
Botswana,10-12-2020,3515,20,853
Mali,10-12-2020,3296,132,2533
South Sudan,10-12-2020,2787,55,1290
Benin,10-12-2020,2411,41,1973
Guinea-Bissau,10-12-2020,2389,41,1782
Sierra Leone,10-12-2020,2306,72,1736
Burkina Faso,10-12-2020,2294,63,1571
Togo,10-12-2020,1949,49,1461
Lesotho,10-12-2020,1805,42,961
Liberia,10-12-2020,1371,82,1250
Chad,10-12-2020,1308,92,1117
Niger,10-12-2020,1202,69,1124
Sao Tome and Principe,10-12-2020,929,15,895
Burundi,10-12-2020,525,1,472
Tanzania,10-12-2020,509,21,183
Comoros,10-12-2020,495,7,475
Eritrea,10-12-2020,414,0,372
Mauritius,10-12-2020,404,10,359
Seychelles,10-12-2020,148,0,144
Western Sahara,10-12-2020,10,1,8
