Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-30-2020,723682,19230,653052
Morocco,10-30-2020,215294,3625,177925
Egypt,10-30-2020,107376,6258,99353
Ethiopia,10-30-2020,95789,1464,51713
Nigeria,10-30-2020,62691,1144,58430
Libya,10-30-2020,60628,847,34369
Tunisia,10-30-2020,58029,1253,5032
Algeria,10-30-2020,57651,1956,40014
Kenya,10-30-2020,53797,981,35876
Ghana,10-30-2020,48055,320,47169
Cameroon,10-30-2020,21793,426,20117
Cote d'Ivoire,10-30-2020,20692,124,20349
Madagascar,10-30-2020,16968,244,16301
Zambia,10-30-2020,16415,349,15600
Senegal,10-30-2020,15605,323,14732
Sudan,10-30-2020,13804,837,6764
Namibia,10-30-2020,12907,133,11000
Mozambique,10-30-2020,12777,91,10437
Uganda,10-30-2020,12410,110,7503
Guinea,10-30-2020,12072,72,10550
Congo (Kinshasa),10-30-2020,11306,307,10585
Angola,10-30-2020,10558,279,4107
Gabon,10-30-2020,8968,55,8698
Cabo Verde,10-30-2020,8694,95,7913
Zimbabwe,10-30-2020,8362,242,7884
Mauritania,10-30-2020,7700,163,7416
Botswana,10-30-2020,6642,24,4676
Malawi,10-30-2020,5923,184,5323
Eswatini,10-30-2020,5909,117,5557
Djibouti,10-30-2020,5559,61,5437
Congo (Brazzaville),10-30-2020,5290,92,3887
Rwanda,10-30-2020,5134,35,4878
Equatorial Guinea,10-30-2020,5083,83,4964
Central African Republic,10-30-2020,4866,62,1924
Somalia,10-30-2020,3941,104,3185
Gambia,10-30-2020,3670,119,2876
Mali,10-30-2020,3545,136,2746
South Sudan,10-30-2020,2903,58,1290
Benin,10-30-2020,2643,41,2330
Burkina Faso,10-30-2020,2477,67,2218
Guinea-Bissau,10-30-2020,2403,41,1818
Sierra Leone,10-30-2020,2365,74,1798
Togo,10-30-2020,2312,55,1640
Lesotho,10-30-2020,1953,44,975
Chad,10-30-2020,1483,98,1314
Liberia,10-30-2020,1426,82,1279
Niger,10-30-2020,1220,69,1137
Sao Tome and Principe,10-30-2020,945,16,904
Burundi,10-30-2020,582,1,511
Comoros,10-30-2020,537,7,498
Tanzania,10-30-2020,509,21,183
Eritrea,10-30-2020,463,0,412
Mauritius,10-30-2020,441,10,398
Seychelles,10-30-2020,153,0,149
Western Sahara,10-30-2020,10,1,8
