Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-31-2020,627041,14149,540923
Egypt,08-31-2020,98939,5421,72929
Morocco,08-31-2020,62590,1141,47595
Nigeria,08-31-2020,54008,1013,41638
Ethiopia,08-31-2020,52131,809,18994
Algeria,08-31-2020,44494,1510,31244
Ghana,08-31-2020,44298,276,42963
Kenya,08-31-2020,34201,577,19893
Cameroon,08-31-2020,19142,411,17651
Cote d'Ivoire,08-31-2020,18067,117,16699
Madagascar,08-31-2020,14863,192,13832
Libya,08-31-2020,13966,237,1459
Senegal,08-31-2020,13611,284,9439
Sudan,08-31-2020,13189,823,6612
Zambia,08-31-2020,12097,288,11469
Congo (Kinshasa),08-31-2020,10097,258,9133
Guinea,08-31-2020,9409,59,8447
Gabon,08-31-2020,8533,53,7264
Namibia,08-31-2020,7550,75,3327
Mauritania,08-31-2020,7048,159,6464
Zimbabwe,08-31-2020,6497,202,5221
Malawi,08-31-2020,5566,175,3160
Djibouti,08-31-2020,5387,60,5323
Equatorial Guinea,08-31-2020,4941,83,3884
Central African Republic,08-31-2020,4711,62,1790
Eswatini,08-31-2020,4577,91,3529
Rwanda,08-31-2020,4063,16,2013
Congo (Brazzaville),08-31-2020,3979,78,1742
Mozambique,08-31-2020,3916,23,2170
Cabo Verde,08-31-2020,3884,40,2916
Tunisia,08-31-2020,3803,77,1573
Somalia,08-31-2020,3310,98,2481
Uganda,08-31-2020,2972,32,1288
Gambia,08-31-2020,2963,96,1032
Mali,08-31-2020,2776,126,2169
Angola,08-31-2020,2654,108,1071
South Sudan,08-31-2020,2527,47,1290
Guinea-Bissau,08-31-2020,2205,34,1127
Benin,08-31-2020,2145,40,1738
Sierra Leone,08-31-2020,2022,70,1594
Botswana,08-31-2020,1633,6,224
Togo,08-31-2020,1400,28,1005
Burkina Faso,08-31-2020,1368,55,1058
Liberia,08-31-2020,1304,82,872
Niger,08-31-2020,1176,69,1088
Lesotho,08-31-2020,1085,31,528
Chad,08-31-2020,1013,77,880
Sao Tome and Principe,08-31-2020,896,15,851
Tanzania,08-31-2020,509,21,183
Burundi,08-31-2020,445,1,357
Comoros,08-31-2020,423,7,399
Mauritius,08-31-2020,356,10,335
Eritrea,08-31-2020,319,0,284
Seychelles,08-31-2020,136,0,127
Western Sahara,08-31-2020,10,1,8
